path	ibrion	tebeg	teend	nsw	potim	contcar_size	species	counts
GK_xum02/grc/1-OTS/InTe/55-InTe/1/5-scf	-1			0	0.50	33303	In Te	150 150
GK_xum02/grc/1-OTS/InTe/55-InTe/1/MD	0	300.0	300.0	3000	3.00	77508	In Te	150 150
GK_xum02/grc/1-OTS/InTe/55-InTe/1/MD.new	0	300.0	300.0	1000	3.00	77508	In Te	150 150
GK_xum02/grc/1-OTS/InTe/55-InTe/1/7-600K	0	600.0	600.0	2000	3.00	77508	In Te	150 150
GK_xum02/grc/1-OTS/InTe/55-InTe/2/3-opt	2			500	0.50	33303	In Te	150 150
GK_xum02/grc/1-OTS/InTe/55-InTe/2/4-scf	-1			0	0.50	33303	In Te	150 150
GK_xum02/grc/1-OTS/InTe/55-InTe/2/MD	0	300.0	300.0	1000	3.00	77508	In Te	150 150
GK_xum02/grc/1-OTS/InTe/55-InTe/3/3-opt	2			500	0.50	33303	In Te	150 150
GK_xum02/grc/1-OTS/InTe/73-InTe/1-3000K	0	3000.0	3000.0	500	3.00	0	In Te	150 150
GK_xum02/grc/1-OTS/InTe/28-InTe/2/2-3000K-300K	0	3000.0	300.0	1000	3.00	77508	In Te	60 240
GK_xum02/grc/1-OTS/InTe/28-InTe/2/3-opt	2			50	0.50	33303	In Te	60 240
GK_xum02/grc/1-OTS/InTe/28-InTe/3/3-opt	2			50	0.50	33303	In Te	60 240
GK_xum02/grc/1-OTS/InTe/28-InTe/MD	0	300.0	300.0	2000	3.00	77508	In Te	60 240
GK_xum02/grc/1-OTS/InTe/28-InTe/5-scf	-1			0	0.50	33303	In Te	60 240
GK_xum02/grc/1-OTS/InTe/28-InTe/MD-new	0	300.0	300.0	2000	3.00	77508	In Te	60 240
GK_xum02/grc/1-OTS/InTe/28-InTe/MD.new	0	300.0	300.0	1000	3.00	77508	In Te	60 240
GK_xum02/grc/1-OTS/InTe/28-InTe/MD.new/4-opt	2			1000	0.50	33303	In Te	60 240
GK_xum02/grc/1-OTS/InTe/28-InTe/7-600K-remain	0	600.0	600.0	2000	3.00	77508	In Te	60 240
GK_xum02/grc/1-OTS/InTe/28-InTe/7-600K-l	0	600.0	600.0	2000	3.00	77508	In Te	60 240
GK_xum02/grc/1-OTS/InTe/46-InTe/2/4-scf	-1			0	0.50	33303	In Te	120 180
GK_xum02/grc/1-OTS/InTe/46-InTe/1/5-scf	-1			0	0.50	33303	In Te	120 180
GK_xum02/grc/1-OTS/InTe/46-InTe/1/MD.new	0	300.0	300.0	1000	3.00	77508	In Te	120 180
GK_xum02/grc/1-OTS/InTe/46-InTe/1/MD.new/4-opt	2			1000	0.50	33303	In Te	120 180
GK_xum02/grc/1-OTS/InTe/46-InTe/1/MD.new/5-scf	-1			0	0.50	33303	In Te	120 180
GK_xum02/grc/1-OTS/InTe/46-InTe/1/MD	0	300.0	300.0	2000	3.00	77508	In Te	120 180
GK_xum02/grc/1-OTS/InTe/46-InTe/1/7-600K-l	0	600.0	600.0	2000	3.00	77508	In Te	120 180
GK_xum02/grc/1-OTS/InTe/46-InTe/1/7-600K-remain	0	600.0	600.0	2000	3.00	77508	In Te	120 180
GK_xum02/grc/1-OTS/InTe/64-InTe/1/5-scf	-1			0	0.50	33303	In Te	180 120
GK_xum02/grc/1-OTS/InTe/64-InTe/1/7-600K	0	600.0	600.0	2000	3.00	77508	In Te	180 120
GK_xum02/grc/1-OTS/InTe/64-InTe/1/MD	0	300.0	300.0	3000	3.00	77508	In Te	180 120
GK_xum02/grc/1-OTS/InTe/64-InTe/1/MD.new	0	300.0	300.0	1000	3.00	77508	In Te	180 120
GK_xum02/grc/1-OTS/InTe/64-InTe/2/4-scf	-1			0	0.50	33303	In Te	180 120
GK_xum02/grc/1-OTS/InTe/64-InTe/2/MD	0	300.0	300.0	1000	3.00	77508	In Te	180 120
GK_xum02/grc/1-OTS/InTe	-1			0	0.50	0		
GK_xum02/grc/1-OTS/InTe/doped-IT46/1-As/3-lsf	0	300.0	300.0	2000	3.00	77519	In Te As	108 162 30
GK_xum02/grc/1-OTS/InTe/doped-IT46/1-As/1-2000K	0	2000.0	2000.0	1000	3.00	77519	In Te As	108 162 30
GK_xum02/grc/1-OTS/InTe/doped-IT46/1-As/2-2000K-300K	0	2000.0	300.0	2000	3.00	77519	In Te As	108 162 30
GK_xum02/grc/1-OTS/InTe/doped-IT46/1-As/7-600K	0	600.0	600.0	2000	3.00	77519	In Te As	108 162 30
GK_xum02/grc/1-OTS/InTe/doped-IT46/2-Si/1-2000K	0	2000.0	2000.0	520	3.00	77519	In Te Si	108 162 30
GK_xum02/grc/1-OTS/InTe/doped-IT46/2-Si/2-2000K-300K	0	2000.0	300.0	2000	3.00	77519	In Te Si	108 162 30
GK_xum02/grc/1-OTS/InTe/doped-IT46/2-Si/3-lsf	0	300.0	300.0	2000	3.00	77519	In Te Si	108 162 30
GK_xum02/grc/1-OTS/InTe/doped-IT46/2-Si/7-600K	0	600.0	600.0	2000	3.00	77519	In Te Si	108 162 30
GK_xum02/grc/1-OTS/InTe/doped-IT46/3-C/1-2000K	0	2000.0	2000.0	1000	3.00	77519	In Te C	108 162 30
GK_xum02/grc/1-OTS/InTe/doped-IT46/3-C/2-2000K-300K	0	858.45	300.0	657	3.00	77519	In Te C	108 162 30
GK_xum02/grc/1-OTS/InTe/doped-IT46/3-C/3-lsf	0	300.0	300.0	1000	3.00	77519	In Te C	108 162 30
GK_xum02/grc/1-OTS/InTe/doped-IT46/3-C/7-600K	0	600.0	600.0	1000	3.00	77519	In Te C	108 162 30
GK_xum02/grc/coorperation/Cr4Ge7/1-opt	2			2000	0.50	5143	Ge Cr	28 16
GK_xum02/grc/coorperation/Cr4Ge7/2-scf	-1			0	0.50	5143	Ge Cr	28 16
GK_xum02/grc/coorperation/old-Cr4Ge7/1-scf	-1			0	0.50	5143	Ge Cr	28 16
GK_xum02/grc/coorperation/new-Cr4Ge7/1-opt	2			2000	0.50	5143	Ge Cr	28 16
GK_xum02/grc/coorperation/Cr4Ge7-2-ISIF/1-opt-2	2			2000	0.50	5143	Ge Cr	28 16
GK_xum02/grc/coorperation/Cr4Ge7-2-ISIF/2-scf	-1			0	0.50	5143	Ge Cr	28 16
GK_xum02/grc/coorperation/Cr4Ge7+U+S/1-opt	2			2000	0.50	5143	Ge Cr	28 16
GK_xum02/grc/coorperation/Cr4Ge7+U+S/2-scf	-1			0	0.50	5143	Ge Cr	28 16
GK_xum02/grc/coorperation/Cr4Ge7+U+S/2-scf+soc	-1			0	0.50	5143	Ge Cr	28 16
GK_xum02/grc/coorperation/Cr4Ge7+U/1-opt	2			2000	0.50	5143	Ge Cr	28 16
GK_xum02/grc/coorperation/Cr4Ge7+U/2-scf	-1			0	0.50	0	Ge Cr	28 16
GK_xum02/grc/coorperation/Cr4Ge7+S/1-opt	2			2000	0.50	5143	Ge Cr	28 16
GK_xum02/grc/coorperation/Cr4Ge7+S/2-scf	-1			0	0.50	5143	Ge Cr	28 16
GK_xum02/grc/coorperation/Cr4Ge7+S/2-scf+soc	-1			0	0.50	5143	Ge Cr	28 16
GK_xum02/grc/coorperation/Cr4Ge7+0/1-opt	2			2000	0.50	5143	Ge Cr	28 16
GK_xum02/grc/Si-As-Te/1-SiTe/new-y/6/3-opt	2			2000	0.50	33303	Si Te	150 150
GK_xum02/grc/Si-As-Te/1-SiTe/new-y/6/4-scf	-1			0	0.50	33303	Si Te	150 150
GK_xum02/grc/Si-As-Te/1-SiTe/new-y/6/MD	0	300.0	300.0	500	3.00	77508	Si Te	150 150
GK_xum02/grc/Si-As-Te/1-SiTe/new-y/5-y/md	0	300.0	300.0	2000	3.00	77508	Si Te	150 150
GK_xum02/grc/Si-As-Te/1-SiTe/new-y/5-y/1-opt	2			2000	0.50	33303	Si Te	150 150
GK_xum02/grc/Si-As-Te/1-SiTe/new-y/5-y/2-scf	-1			0	0.50	33303	Si Te	150 150
GK_xum02/grc/Si-As-Te/1-SiTe/new-y/5-y/wave	-1			0	0.50	33303	Si Te	150 150
GK_xum02/grc/Si-As-Te/1-SiTe/0/1-opt	2			2000	0.50	33303	Si Te	150 150
GK_xum02/grc/Si-As-Te/1-SiTe/0/1-opt/0-time	2			2000	0.50	33303	Si Te	150 150
GK_xum02/grc/Si-As-Te/1-SiTe/0/1-opt/1-opt	2			2000	0.50	33303	Si Te	150 150
GK_xum02/grc/Si-As-Te/1-SiTe/0/0-300K	0	300.0	300.0	2000	3.00	77508	Si Te	150 150
GK_xum02/grc/Si-As-Te/1-SiTe/0/MD	0	300.0	300.0	2000	3.00	77508	Si Te	150 150
GK_xum02/grc/Si-As-Te/1-SiTe/0/2-scf.new	-1			0	0.50	33303	Si Te	150 150
GK_xum02/grc/Si-As-Te/1-SiTe/0/lobster.mew	-1			0	0.50	33303	Si Te	150 150
GK_xum02/grc/Si-As-Te/3-As2Te3/1-2000K	0	2000.0	2000.0	2000	3.00	77508	As Te	120 180
GK_xum02/grc/Si-As-Te/3-As2Te3/2-2000K-300K	0	2000.0	300.0	2000	3.00	77508	As Te	120 180
GK_xum02/grc/Si-As-Te/3-As2Te3/4-opt	2			2000	0.50	33303	As Te	120 180
GK_xum02/grc/Si-As-Te/3-As2Te3/5-scf	-1			0	0.50	33303	As Te	120 180
GK_xum02/grc/Si-As-Te/3-As2Te3/MD	0	300.0	300.0	2000	3.00	77508	As Te	120 180
GK_xum02/grc/Si-As-Te/3-As2Te3/7-600K	0	600.0	600.0	2000	3.00	77508	As Te	120 180
GK_xum02/grc/Si-As-Te/3-As2Te3/6-lobster	-1			0	0.50	33303	As Te	120 180
GK_xum02/grc/2-Ge-Se-Te/GeTe/6-GT/4-scf	-1			0	0.50	33303	Ge Te	150 150
GK_xum02/grc/2-Ge-Se-Te/GeTe/6-GT/4-scf/P_GT	-1			0	0.50	0	Ge Te	150 150
GK_xum02/grc/2-Ge-Se-Te/GeTe/6-GT/MD	0	300.0	300.0	2000	3.00	77508	Ge Te	150 150
GK_xum02/grc/2-Ge-Se-Te/GeTe/6-GT/P-GT/1-scf	-1			0	0.50	33303	Ge Te	150 150
GK_xum02/grc/2-Ge-Se-Te/GeTe/6-GT/MD-0K	0	0.0	0.0	2000	3.00	77508	Ge Te	150 150
GK_xum02/grc/2-Ge-Se-Te/GeSe/7-GeSe/2-MD	0	300.0	300.0	2000	3.00	77508	Ge Se	150 150
GK_xum02/grc/2-Ge-Se-Te/GeSe/7-GeSe/4-scf	-1			0	0.50	33303	Ge Se	150 150
GK_xum02/grc/2-Ge-Se-Te/GeSe/7-GeSe/5-dos.1	-1			0	0.50	33303	Ge Se	150 150
GK_xum02/grc/3-Te-based/3-AlTe/2-A3lTe7/1-2000K	0	3000.0	3000.0	1000	3.00	77508	Al Te	90 210
GK_xum02/grc/3-Te-based/3-AlTe/2-A3lTe7/2-2000K-300K	0	3000.0	300.0	2000	3.00	77508	Al Te	90 210
GK_xum02/grc/3-Te-based/3-AlTe/2-A3lTe7/3-opt	2			50	0.50	33303	Al Te	90 210
GK_xum02/grc/3-Te-based/3-AlTe/2-A3lTe7/4-scf	-1			0	0.50	33303	Al Te	90 210
GK_xum02/grc/3-Te-based/3-AlTe/1-AlTe9/2-2000K-300K	0	2000.0	300.0	2000	3.00	77508	Al Te	30 270
GK_xum02/grc/3-Te-based/3-AlTe/1-AlTe9/3-opt	2			1000	0.50	33303	Al Te	30 270
GK_xum02/grc/3-Te-based/3-AlTe/1-AlTe9/4-scf	-1			0	0.50	33303	Al Te	30 270
GK_xum02/grc/3-Te-based/3-AlTe/1-AlTe9/4-scf/wave	-1			0	0.50	33303	Al Te	30 270
GK_xum02/grc/3-Te-based/3-AlTe/1-AlTe9/6-lobster	-1			0	0.50	33303	Al Te	30 270
GK_xum02/grc/3-Te-based/3-AlTe/1-AlTe9/7-600K	0	600.0	600.0	2000	3.00	77508	Al Te	30 270
GK_xum02/grc/3-Te-based/3-AlTe/1-AlTe9/MD	0	300.0	300.0	2000	3.00	77508	Al Te	30 270
GK_xum02/grc/3-Te-based/3-AlTe/1-AlTe9/1-2000K	0	2000.0	2000.0	2000	3.00	77508	Al Te	30 270
GK_xum02/grc/3-Te-based/1-GeTe/1-GeTe9/6-wave	-1			0	0.50	33303	Ge Te	30 270
GK_xum02/grc/3-Te-based/1-GeTe/1-GeTe9/5-scf	-1			0	0.50	33303	Ge Te	30 270
GK_xum02/grc/3-Te-based/1-GeTe/1-GeTe9/MD	0	300.0	300.0	2000	3.00	77508	Ge Te	30 270
GK_xum02/grc/3-Te-based/2-CTe/3/4-scf	-1			0	0.50	33303	C Te	30 270
GK_xum02/grc/3-Te-based/2-CTe/4/4-scf	-1			0	0.50	33303	C Te	30 270
GK_xum02/grc/3-Te-based/2-CTe/2-y/4-scf	-1			0	0.50	33303	C Te	30 270
GK_xum02/grc/3-Te-based/2-CTe/2-y/4-scf/wave	-1			0	0.50	33303	C Te	30 270
GK_xum02/grc/3-Te-based/2-CTe/1/5-scf	-1			0	0.50	33303	C Te	30 270
GK_xum02/grc/3-Te-based/2-CTe/1/7-600K	0	600.0	600.0	2000	3.00	77508	C Te	30 270
GK_xum02/grc/3-Te-based/2-CTe/1/MD	0	300.0	300.0	2000	3.00	77508	C Te	30 270
GK_xum02/grc/3-Te-based/4-BTe/2/2-2000K-300K	0	2000.0	300.0	1000	3.00	77508	B Te	30 270
GK_xum02/grc/3-Te-based/4-BTe/2/3-opt	2			1000	0.50	33303	B Te	30 270
GK_xum02/grc/3-Te-based/4-BTe/2/4-scf	-1			0	0.50	33303	B Te	30 270
GK_xum02/grc/3-Te-based/4-BTe/2/300K	0	300.0	300.0	300	3.00	77508	B Te	30 270
GK_xum02/grc/3-Te-based/4-BTe/3/2-2000K-300K	0	2000.0	300.0	500	3.00	77508	B Te	30 270
GK_xum02/grc/3-Te-based/4-BTe/3/3-opt	2			50	0.50	33303	B Te	30 270
GK_xum02/grc/3-Te-based/4-BTe/3/4-scf	-1			0	0.50	33303	B Te	30 270
GK_xum02/grc/3-Te-based/4-BTe/4/2-2000K-300K	0	2000.0	300.0	500	3.00	77508	B Te	30 270
GK_xum02/grc/3-Te-based/4-BTe/1/1-2000K	0	2000.0	2000.0	1760	3.00	77508	B Te	30 270
GK_xum02/grc/3-Te-based/4-BTe/1/2-2000K-300K	0	2000.0	300.0	2000	3.00	77508	B Te	30 270
GK_xum02/grc/3-Te-based/4-BTe/1/3-opt	2			50	0.50	33303	B Te	30 270
GK_xum02/grc/3-Te-based/4-BTe/1/4-scf	-1			0	0.50	33303	B Te	30 270
GK_xum02/grc/3-Te-based/4-BTe/1/4-scf/wave	-1			0	0.50	33303	B Te	30 270
GK_xum02/grc/3-Te-based/4-BTe/1/6-lobster	-1			0	0.50	33303	B Te	30 270
GK_xum02/grc/3-Te-based/4-BTe/1/7-600K-l	0	600.0	600.0	2000	3.00	77508	B Te	30 270
GK_xum02/grc/3-Te-based/4-BTe/1/7-600K-remain	0	600.0	600.0	2000	3.00	77508	B Te	30 270
GK_xum02/grc/3-Te-based/4-BTe/1/MD	0	300.0	300.0	2000	3.00	77508	B Te	30 270
GK_xum02/grc/3-Te-based/5-SiTe/3-SiTe9/2-2000K-300K	0	2000.0	300.0	1000	3.00	77508	Si Te	30 270
GK_xum02/grc/3-Te-based/5-SiTe/3-SiTe9/3-opt	2			1000	0.50	33303	Si Te	30 270
GK_xum02/grc/3-Te-based/5-SiTe/3-SiTe9/2/2-2000K-300K	0	1711.0	300.0	830	3.00	77508	Si Te	30 270
GK_xum02/grc/3-Te-based/5-SiTe/3-SiTe9/2/1-2000K-2000K	0	2000.0	2000.0	500	3.00	77508	Si Te	30 270
GK_xum02/grc/3-Te-based/5-SiTe/3-SiTe9/4-scf	-1			0	0.50	33303	Si Te	30 270
GK_xum02/grc/3-Te-based/5-SiTe/3-SiTe9/5-wave	-1			0	0.50	33303	Si Te	30 270
GK_xum02/grc/3-Te-based/5-SiTe/2-SiTe/2/1-2000K	0	2000.0	2000.0	600	3.00	77508	Si Te	150 150
GK_xum02/grc/3-Te-based/5-SiTe/2-SiTe/2/2-2000K-300K	0	2000.0	300.0	2000	3.00	77508	Si Te	150 150
GK_xum02/grc/3-Te-based/5-SiTe/2-SiTe/2/3-opt	2			50	0.50	33303	Si Te	150 150
GK_xum02/grc/3-Te-based/5-SiTe/2-SiTe/1/3-opt	2			100	0.50	33303	Si Te	150 150
GK_xum02/grc/3-Te-based/5-SiTe/2-SiTe/1/4-scf	-1			0	0.50	33303	Si Te	150 150
GK_xum02/grc/3-Te-based/5-SiTe/1-SiTe9/1-2000K	0	2000.0	2000.0	2000	3.00	77508	Si Te	30 270
GK_xum02/grc/3-Te-based/5-SiTe/1-SiTe9/2-2000K-300K	0	2000.0	300.0	2000	3.00	77508	Si Te	30 270
GK_xum02/grc/3-Te-based/5-SiTe/1-SiTe9/3-opt	2			100	0.50	33303	Si Te	30 270
GK_xum02/grc/3-Te-based/5-SiTe/1-SiTe9/4-scf	-1			0	0.50	33303	Si Te	30 270
GK_xum02/grc/3-Te-based/5-SiTe/1-SiTe9/7-600K-l	0	600.0	600.0	2000	3.00	77508	Si Te	30 270
GK_xum02/grc/3-Te-based/5-SiTe/1-SiTe9/MD	0	300.0	300.0	2000	3.00	77508	Si Te	30 270
GK_xum02/grc/3-Te-based/5-SiTe/1-SiTe9/7-600K-r	0	600.0	600.0	2000	3.00	77508	Si Te	30 270
GK_xum02/grc/3-Te-based/6-GaTe/2-Ga2Te3/1-2000K	0	2000.0	2000.0	2000	3.00	77508	Ga Te	120 180
GK_xum02/grc/3-Te-based/6-GaTe/2-Ga2Te3/2-2000K-300K	0	2000.0	300.0	2000	3.00	77508	Ga Te	120 180
GK_xum02/grc/3-Te-based/6-GaTe/2-Ga2Te3/3-opt	2			1000	0.50	33303	Ga Te	120 180
GK_xum02/grc/3-Te-based/6-GaTe/2-Ga2Te3/MD	0	300.0	300.0	2000	3.00	77508	Ga Te	120 180
GK_xum02/grc/3-Te-based/6-GaTe/2-Ga2Te3/4-scf	-1			0	0.50	33303	Ga Te	120 180
GK_xum02/grc/3-Te-based/6-GaTe/2-Ga2Te3/4-scf/wave	-1			0	0.50	33303	Ga Te	120 180
GK_xum02/grc/3-Te-based/6-GaTe/2-Ga2Te3/7-600K	0	600.0	600.0	2000	3.00	77508	Ga Te	120 180
GK_xum02/grc/3-Te-based/6-GaTe/3-Ga2Te3/3-opt	2			1000	0.50	33303	Ga Te	120 180
GK_xum02/grc/3-Te-based/6-GaTe/3-Ga2Te3/4-scf	-1			0	0.50	33303	Ga Te	120 180
GK_xum02/grc/3-Te-based/6-GaTe/4-Ga2Te3/4-scf	-1			0	0.50	33303	Ga Te	120 180
GK_xum02/grc/3-Te-based/6-GaTe/5-Ga2Te3/2-2000K-300K	0	2000.0	300.0	2000	3.00	77508	Ga Te	120 180
GK_xum02/grc/3-Te-based/6-GaTe/1-GaTe9/1-2000K	0	2000.0	2000.0	2000	3.00	77508	Ga Te	30 270
GK_xum02/grc/3-Te-based/6-GaTe/1-GaTe9/2-2000K-300K	0	2000.0	300.0	2000	3.00	77508	Ga Te	30 270
GK_xum02/grc/3-Te-based/6-GaTe/1-GaTe9/3-opt	2			1000	0.50	33303	Ga Te	30 270
GK_xum02/grc/3-Te-based/6-GaTe/1-GaTe9/4-scf	-1			0	0.50	33303	Ga Te	30 270
GK_xum02/grc/3-Te-based/6-GaTe/1-GaTe9/4-scf/wave	-1			0	0.50	33303	Ga Te	30 270
GK_xum02/grc/3-Te-based/6-GaTe/1-GaTe9/7-600K	0	600.0	600.0	2000	3.00	77508	Ga Te	30 270
GK_xum02/grc/3-Te-based/6-GaTe/1-GaTe9/MD	0	300.0	300.0	2000	3.00	77508	Ga Te	30 270
GK_xum02/grc/3-Te-based/6-GaTe/1-GaTe9/7-600K-r	0	600.0	600.0	2000	3.00	77508	Ga Te	30 270
GK_xum02/grc/3-Te-based/6-GaTe/1-GaTe9/6-lobster	-1			0	0.50	33303	Ga Te	30 270
GK_xum02/grc/3-Te-based/7-SnTe/2-SnTe/1-2000K	0	2000.0	2000.0	2000	3.00	77508	Sn Te	150 150
GK_xum02/grc/3-Te-based/7-SnTe/2-SnTe/2-2000K-300K	0	2000.0	300.0	2000	3.00	77508	Sn Te	150 150
GK_xum02/grc/3-Te-based/7-SnTe/2-SnTe/3-opt	2			1000	0.50	33303	Sn Te	150 150
GK_xum02/grc/3-Te-based/7-SnTe/2-SnTe/MD	0	300.0	300.0	2000	3.00	77508	Sn Te	150 150
GK_xum02/grc/3-Te-based/7-SnTe/2-SnTe/4-scf	-1			0	0.50	33303	Sn Te	150 150
GK_xum02/grc/3-Te-based/7-SnTe/2-SnTe/7-600K	0	600.0	600.0	2000	3.00	77508	Sn Te	150 150
GK_xum02/grc/3-Te-based/7-SnTe/2-SnTe/6-lobster	-1			0	0.50	33303	Sn Te	150 150
GK_xum02/grc/3-Te-based/7-SnTe/3-SnTe9/1/2-2000K-300K	0	2000.0	300.0	1000	3.00	77508	Sn Te	30 270
GK_xum02/grc/3-Te-based/7-SnTe/3-SnTe9/1/3-opt	2			500	0.50	33303	Sn Te	30 270
GK_xum02/grc/3-Te-based/7-SnTe/3-SnTe9/1/4-scf	-1			0	0.50	33303	Sn Te	30 270
GK_xum02/grc/3-Te-based/7-SnTe/3-SnTe9/2/2-2000K-300K	0	2000.0	300.0	500	3.00	77508	Sn Te	30 270
GK_xum02/grc/3-Te-based/7-SnTe/3-SnTe9/2/3-opt	2			1000	0.50	33303	Sn Te	30 270
GK_xum02/grc/3-Te-based/7-SnTe/3-SnTe9/2/4-scf	-1			0	0.50	33303	Sn Te	30 270
GK_xum02/grc/3-Te-based/7-SnTe/4-SnTe/4-scf	-1			0	0.50	33303	Sn Te	150 150
GK_xum02/grc/3-Te-based/7-SnTe/1-SnTe9/1-2000K	0	2000.0	2000.0	1700	3.00	77508	Sn Te	30 270
GK_xum02/grc/3-Te-based/7-SnTe/1-SnTe9/2-2000K-300K	0	2000.0	300.0	2000	3.00	77508	Sn Te	30 270
GK_xum02/grc/3-Te-based/7-SnTe/1-SnTe9/3-opt	2			1000	0.50	33303	Sn Te	30 270
GK_xum02/grc/3-Te-based/7-SnTe/1-SnTe9/4-scf	-1			0	0.50	33303	Sn Te	30 270
GK_xum02/grc/3-Te-based/7-SnTe/1-SnTe9/7-600K	0	600.0	600.0	2000	3.00	77508	Sn Te	30 270
GK_xum02/grc/3-Te-based/7-SnTe/1-SnTe9/MD	0	300.0	300.0	2000	3.00	77508	Sn Te	30 270
GK_xum02/grc/3-Te-based/7-SnTe/1-SnTe9/7-600K-r	0	600.0	600.0	2000	3.00	77508	Sn Te	30 270
GK_xum02/grc/3-Te-based/8-InTe/3-In2Te3/3/2-2000K-300K	0	2000.0	300.0	500	3.00	77508	In Te	120 180
GK_xum02/grc/3-Te-based/8-InTe/3-In2Te3/3/3-opt	0	300.0	300.0	1352	3.00	33303	In Te	120 180
GK_xum02/grc/3-Te-based/8-InTe/3-In2Te3/3/4-scf	-1			0	0.50	33303	In Te	120 180
GK_xum02/grc/3-Te-based/8-InTe/3-In2Te3/3/MD	0	300.0	300.0	2000	3.00	77508	In Te	120 180
GK_xum02/grc/3-Te-based/8-InTe/3-In2Te3/3/7-600K	0	600.0	600.0	2000	3.00	77508	In Te	120 180
GK_xum02/grc/3-Te-based/8-InTe/3-In2Te3/2-y/3-opt	2			800	0.50	33303	In Te	120 180
GK_xum02/grc/3-Te-based/8-InTe/3-In2Te3/2-y/2-2000K-300K	0	2000.0	300.0	1000	3.00	77508	In Te	120 180
GK_xum02/grc/3-Te-based/8-InTe/3-In2Te3/2-y/4-scf.mid	-1			0	0.50	33303	In Te	120 180
GK_xum02/grc/3-Te-based/8-InTe/3-In2Te3/1/2-2000K-300K	0	2000.0	300.0	1000	3.00	77508	In Te	120 180
GK_xum02/grc/3-Te-based/8-InTe/3-In2Te3/1/3-opt	2			100	0.50	33303	In Te	120 180
GK_xum02/grc/3-Te-based/8-InTe/3-In2Te3/1/4-scf	-1			0	0.50	33303	In Te	120 180
GK_xum02/grc/3-Te-based/8-InTe/1-InTe9/1-2000K	0	2000.0	2000.0	2000	3.00	77508	In Te	30 270
GK_xum02/grc/3-Te-based/8-InTe/1-InTe9/2-2000K-300K	0	2000.0	300.0	2000	3.00	77508	In Te	30 270
GK_xum02/grc/3-Te-based/8-InTe/1-InTe9/3-opt	2			1000	0.50	33303	In Te	30 270
GK_xum02/grc/3-Te-based/8-InTe/1-InTe9/4-scf	-1			0	0.50	33303	In Te	30 270
GK_xum02/grc/3-Te-based/8-InTe/1-InTe9/MD	0	300.0	300.0	1352	3.00	77508	In Te	30 270
GK_xum02/grc/3-Te-based/8-InTe/1-InTe9/0K	0	0.0	0.0	500	3.00	77508	In Te	30 270
GK_xum02/grc/3-Te-based/9-ZnTe/3-ZnTe9/1-2000K	0	2000.0	2000.0	500	3.00	77508	Zn Te	30 270
GK_xum02/grc/3-Te-based/9-ZnTe/3-ZnTe9/2-2000K-300K	0	2000.0	300.0	500	3.00	77508	Zn Te	30 270
GK_xum02/grc/3-Te-based/9-ZnTe/3-ZnTe9/3-opt	2			1000	0.50	33303	Zn Te	30 270
GK_xum02/grc/3-Te-based/9-ZnTe/3-ZnTe9/4-scf	-1			0	0.50	33303	Zn Te	30 270
GK_xum02/grc/3-Te-based/9-ZnTe/1-ZnTe9/2-2000K-300K	0	2000.0	300.0	2000	3.00	77508	Zn Te	30 270
GK_xum02/grc/3-Te-based/9-ZnTe/1-ZnTe9/3-opt	2			1000	0.50	33303	Zn Te	30 270
GK_xum02/grc/3-Te-based/9-ZnTe/1-ZnTe9/4-scf	-1			0	0.50	33303	Zn Te	30 270
GK_xum02/grc/3-Te-based/9-ZnTe/1-ZnTe9/7-600K	0	600.0	600.0	2000	3.00	77508	Zn Te	30 270
GK_xum02/grc/3-Te-based/9-ZnTe/1-ZnTe9/MD	0	300.0	300.0	2000	3.00	77508	Zn Te	30 270
GK_xum02/grc/3-Te-based/9-ZnTe/1-ZnTe9/7-600K-r	0	600.0	600.0	691	3.00	77508	Zn Te	30 270
GK_xum02/grc/3-Te-based/9-ZnTe/1-ZnTe9/6-lobster	-1			0	0.50	33303	Zn Te	30 270
GK_xum02/grc/3-Te-based/10-AsTe/3-AsTe9/2-2000K-300K	0	2000.0	300.0	1000	3.00	77508	As Te	30 270
GK_xum02/grc/3-Te-based/10-AsTe/3-AsTe9/3-opt	2			1000	0.50	33303	As Te	30 270
GK_xum02/grc/3-Te-based/10-AsTe/3-AsTe9/4-scf	-1			0	0.50	33303	As Te	30 270
GK_xum02/grc/3-Te-based/10-AsTe/2-As2Te3/7-600K-r	0	600.0	600.0	2000	3.00	77508	As Te	120 180
GK_xum02/grc/3-Te-based/10-AsTe/4-AsTe9/2-2000K-300K	0	2000.0	300.0	500	3.00	77508	As Te	30 270
GK_xum02/grc/3-Te-based/10-AsTe/4-AsTe9/3-opt	2			500	0.50	33303	As Te	30 270
GK_xum02/grc/3-Te-based/10-AsTe/4-AsTe9/4-scf	-1			0	0.50	33303	As Te	30 270
GK_xum02/grc/3-Te-based/10-AsTe/1-AsTe9/1-2000K	0	2000.0	2000.0	2000	3.00	77508	As Te	30 270
GK_xum02/grc/3-Te-based/10-AsTe/1-AsTe9/2-2000K-300K	0	2000.0	300.0	2000	3.00	77508	As Te	30 270
GK_xum02/grc/3-Te-based/10-AsTe/1-AsTe9/3-opt	2			1000	0.50	33303	As Te	30 270
GK_xum02/grc/3-Te-based/10-AsTe/1-AsTe9/MD	0	300.0	300.0	2000	3.00	77508	As Te	30 270
GK_xum02/grc/3-Te-based/10-AsTe/1-AsTe9/4-scf	-1			0	0.50	33303	As Te	30 270
