path	type	species	counts	natoms	contcar_size	tebeg	teend	nsw
GK_xum02/xqd/1-PCM/5-Sb2Te3/5-model/3-opt	opt	Sb Te	120 180	300	33303			1000
GK_xum02/xqd/1-PCM/6-GST225/1-model/3-opt	opt	Ge Sb Te	68 68 170	306	33974			
GK_xum02/xqd/1-PCM/8-ScSbTe/1-model/3-opt	opt	Sc Sb Te	14 112 189	315	34964			100
GK_xum02/xqd/1-PCM/3-GST124/1-model/3-opt	opt	Ge Sb Te	43 86 172	301	33424			100
GK_xum02/xqd/1-PCM/11-SiSbTe/1-model/3-opt	opt	Si Sb Te	43 86 172	301	33424			50
GK_xum02/xqd/1-PCM/7-AIST/1-model/3-opt	opt	Ag In Sb Te	12 9 201 78	300	33325			50
GK_xum02/xqd/1-PCM/12-Bi_S/1-Bi2S3/3-opt	opt	Bi S	120 180	300	33303			200
GK_xum02/xqd/1-PCM/12-Bi_S/2-Bi2Se3/3-opt	opt	Bi Se	120 180	300	33303			100
GK_xum02/xqd/1-PCM/12-Bi_S/3-Bi2Te3/3-opt	opt	Bi Te	120 180	300	33303			300
GK_xum02/xqd/1-PCM/14-AgSbTe2/3-opt	opt	Ag Sb Te	75 75 150	300	33314			300
GK_xum02/xqd/1-PCM/13-GST_class/2-GST326/3-opt	opt	Ge Sb Te	82 55 163	300	33314			200
GK_xum02/xqd/1-PCM/13-GST_class/3-GST8211/3-opt	opt	Ge Sb Te	116 29 155	300	33314			100
GK_xum02/xqd/1-PCM/15-GST467/225-compare/5-opt	opt	Ge Sb Te	68 68 170	306	33974			1000
GK_xum02/xqd/1-PCM/15-GST467/225-compare/51-opt-3000step	opt	Ge Sb Te	68 68 170	306	33974			1000
GK_xum02/xqd/1-PCM/15-GST467/225-compare/52-opt-5000step	opt	Ge Sb Te	68 68 170	306	33974			1000
GK_xum02/xqd/1-PCM/15-GST467/5-opt/0-opt7	opt	Ge Sb Te	72 108 126	306	33974			1000
GK_xum02/xqd/1-PCM/15-GST467/5-opt	opt	Ge Sb Te	72 108 126	306	33974			1000
GK_xum02/xqd/1-PCM/15-GST467/51-opt-3000step	opt	Ge Sb Te	72 108 126	306	33974			1000
GK_xum02/xqd/1-PCM/15-GST467/52-opt-5000step	opt	Ge Sb Te	72 108 126	306	33974			1000
GK_xum02/xqd/2-OTS/1-GeSe/1-orthorhombic/1-opt	opt	Ge Se	32 32	64	7343			1000
GK_xum02/xqd/2-OTS/10-SbSeC/3-opt	opt	Sb Se C	108 162 30	300	33314			500
GK_xum02/xqd/3-GeSeTe/7-70%/1/3-opt	opt	Ge Te Se	150 45 105	300	33314			50
GK_xum02/xqd/3-GeSeTe/7-70%/2/3-opt	opt	Ge Te Se	150 45 105	300	33314			50
GK_xum02/xqd/3-GeSeTe/7-70%/3/3-opt	opt	Ge Te Se	150 45 105	300	33314			100
GK_xum02/xqd/3-GeSeTe/7-70%/4/3-opt	opt	Ge Te Se	150 45 105	300	33314			1000
GK_xum02/xqd/3-GeSeTe/5-50%/0K-local/3-opt	opt	Ge Te Se	150 75 75	300	33314			200
GK_xum02/xqd/3-GeSeTe/5-50%/1/3-opt	opt	Ge Te Se	150 75 75	300	33314			
GK_xum02/xqd/3-GeSeTe/5-50%/2/3-opt	opt	Ge Te Se	150 75 75	300	33314			
GK_xum02/xqd/3-GeSeTe/5-50%/3/3-opt	opt	Ge Te Se	150 75 75	300	33314			
GK_xum02/xqd/3-GeSeTe/5-50%/4/3-opt	opt	Ge Te Se	150 75 75	300	33314			100
GK_xum02/xqd/3-GeSeTe/5-50%/5/3-opt	opt	Ge Te Se	150 75 75	300	33314			200
GK_xum02/xqd/3-GeSeTe/6-60%/1/3-opt	opt	Ge Te Se	150 60 90	300	33314			1000
GK_xum02/xqd/3-GeSeTe/6-60%/2/3-opt	opt	Ge Te Se	150 60 90	300	33314			1000
GK_xum02/xqd/3-GeSeTe/4-40%/2/3-opt	opt	Ge Te Se	150 90 60	300	33314			100
GK_xum02/xqd/3-GeSeTe/4-40%/3/3-opt	opt	Ge Te Se	150 90 60	300	33314			100
GK_xum02/xqd/3-GeSeTe/4-40%/4/3-opt	opt	Ge Te Se	150 90 60	300	33314			50
GK_xum02/xqd/3-GeSeTe/4-40%/5/3-opt	opt	Ge Te Se	150 90 60	300	33314			200
GK_xum02/xqd/4-IST312/3-opt	opt	In Sb Te	24 8 16	48	5594			500
GK_xum02/xqd/4-IST312/216/3-opt	opt	Te Sb In	54 27 81	162	18134			500
GK_xum02/xqd/6-SbTeSex/5-50%/3-opt	opt	Sb Te Se	120 90 90	300	33314			200
GK_xum02/xqd/6-SbTeSex/6-60%/3-opt	opt	Sb Te Se	120 72 108	300	33314			300
GK_xum02/xqd/6-SbTeSex/7-70%/3-opt	opt	Sb Te Se	120 54 126	300	33314			300
GK_xum02/xqd/6-SbTeSex/8-80%/3-opt	opt	Sb Te Se	120 36 144	300	33314			300
GK_xum02/xqd/6-SbTeSex/2-20%/3-opt	opt	Sb Te Se	120 144 36	300	33314			300
GK_xum02/xqd/6-SbTeSex/3-30%/3-opt	opt	Sb Te Se	120 126 54	300	33314			300
GK_xum02/xumeng/2-Sb2Se3	opt	Sb Se	120 180	300	33303			2000
GK_xum02/grc/SbSe/4-opt	opt	Sb Se	120 180	300	33303			500
GK_xum02/grc/SbSe/xu/1-opt	opt	Sb Se	120 180	300	33303			500
GK_xum02/grc/OTS/1-As/2-GeSe/1-opt	opt	Ge Se	150 150	300	33303			2000
GK_xum02/grc/OTS/1-As/1-GeAsSe/7-opt	opt	Ge As Se	135 30 135	300	33314			2000
GK_xum02/grc/OTS/1-As/3-GeAsSe20/7-opt	opt	Ge As Se	120 60 120	300	33314			2000
GK_xum02/grc/docotor-paper/Si-GeSe/2-5p/3-opt	opt	Ge Si Se	142 16 142	300	33314			300
GK_xum02/grc/docotor-paper/Si-GeSe/3-20p/3-opt	opt	Ge Si Se	120 60 120	300	33314			300
GK_xum02/grc/docotor-paper/Si-GeSe/5-20p-240/3-opt/2	opt	Ge Si Se	96 48 96	240	26714			100
GK_xum02/grc/docotor-paper/Si-GeSe/5-20p-240/3-opt	opt	Ge Si Se	96 48 96	240	26714			100
GK_xum02/grc/docotor-paper/Si-GeSe/4-5p-240/3-opt/2	opt	Ge Si Se	114 12 114	240	26714			300
GK_xum02/grc/docotor-paper/Si-GeSe/4-5p-240/3-opt	opt	Ge Si Se	114 12 114	240	26714			300
GK_xum02/grc/docotor-paper/Si-GeSe/1-10p/1/3-opt	opt	Ge Si Se	108 24 108	240	26714			500
GK_xum02/grc/docotor-paper/Si-GeSe/1-10p/300-SiGeSe/3-opt	opt	Ge Si Se	135 30 135	300	33314			100
GK_xum02/grc/docotor-paper/Si-GeSe/1-10p/4/3-opt	opt	Ge Si Se	108 24 108	240	26714			500
GK_xum02/grc/docotor-paper/Si-GeSe/1-10p/5-y/3-opt	opt	Ge Si Se	108 24 108	240	26714			500
GK_xum02/grc/docotor-paper/Si-GeSe/1-10p/6/3-opt	opt	Ge Si Se	108 24 108	240	26714			500
GK_xum02/grc/docotor-paper/Si-GeSe/1-10p/8/3-opt	opt	Ge Si Se	108 24 108	240	26714			500
GK_xum02/grc/docotor-paper/Si-GeSe/1-10p/GeSe-r/1-opt/1-opt	opt	Ge Se	32 32	64	7343			500
GK_xum02/grc/docotor-paper/1-GeSe/xu-GeSe/3-opt	opt	Ge Se	150 150	300	33303			50
GK_xum02/grc/docotor-paper/1-GeSe/GeSe-240/1-l/opt	opt	Ge Se	120 120	240	26703			50
GK_xum02/grc/docotor-paper/As-GeSe/2-10p/3-GeAsSe/2/4-time/4-7	opt	Ge As Se	108 24 108	240	26714			2000
GK_xum02/grc/docotor-paper/As-GeSe/2-10p/3-GeAsSe/2/analysis/1-opt	opt	Ge As Se	108 24 108	240	26714			2000
GK_xum02/grc/docotor-paper/As-GeSe/2-10p/3-GeAsSe/1-y/4-time/2-7	opt	Ge As Se	108 24 108	240	26714			2000
GK_xum02/grc/docotor-paper/As-GeSe/2-10p/3-GeAsSe/1-y/4-time/3-2	opt	Ge As Se	108 24 108	240	26714			2000
GK_xum02/grc/docotor-paper/As-GeSe/2-10p/3-GeAsSe/1-y/4-time/4-7	opt	Ge As Se	108 24 108	240	26714			2000
GK_xum02/grc/docotor-paper/As-GeSe/2-10p/3-GeAsSe/1-y/4-time/1-2	opt	Ge As Se	108 24 108	240	26714			2000
GK_xum02/grc/docotor-paper/As-GeSe/2-10p/3-GeAsSe/1-y/analysis/1-opt	opt	Ge As Se	108 24 108	240	26714			2000
GK_xum02/grc/docotor-paper/As-GeSe/1-5p/3-opt	opt	Ge As Se	114 12 114	240	26714			300
GK_xum02/grc/docotor-paper/As-GeSe/3-20p/3-opt	opt	Ge As Se	96 48 96	240	26714			300
GK_xum02/grc/docotor-paper/N-GeSe/1-5p/3-opt	opt	Ge N Se	114 12 114	240	26714			300
GK_xum02/grc/docotor-paper/N-GeSe/1-5p/new/1/3-opt	opt	Ge N Se	114 12 114	240	26714			500
GK_xum02/grc/docotor-paper/N-GeSe/1-5p/new/2/3-opt	opt	Ge N Se	114 12 114	240	26714			500
GK_xum02/grc/docotor-paper/N-GeSe/1-5p/new/3/3-opt	opt	Ge N Se	114 12 114	240	26714			300
GK_xum02/grc/docotor-paper/N-GeSe/3-20p/3-opt	opt	Ge N Se	96 48 96	240	26714			300
GK_xum02/grc/docotor-paper/N-GeSe/3-20p/4-scf/1-600K/3-opt	opt	Ge N Se	96 48 96	240	26714			500
GK_xum02/grc/docotor-paper/N-GeSe/3-20p/new/1/3-opt	opt	Ge N Se	96 48 96	240	26714			500
GK_xum02/grc/docotor-paper/N-GeSe/3-20p/new/2/3-opt	opt	Ge N Se	96 48 96	240	26714			500
GK_xum02/grc/docotor-paper/N-GeSe/3-20p/new/3/3-opt	opt	Ge N Se	96 48 96	240	26714			500
GK_xum02/grc/docotor-paper/N-GeSe/3-20p/new/3-opt	opt	Ge N Se	96 48 96	240	26714			500
GK_xum02/grc/docotor-paper/N-GeSe/2-15p/3-opt	opt	Ge N Se	102 36 102	240	26714			500
GK_xum02/grc/docotor-paper/N-GeSe/2-15p/new/1/3-opt	opt	Ge N Se	102 36 102	240	26714			500
GK_xum02/grc/docotor-paper/N-GeSe/2-15p/new/2/3-opt	opt	Ge N Se	102 36 102	240	26714			500
GK_xum02/grc/docotor-paper/N-GeSe/2-15p/new/3/3-opt	opt	Ge N Se	102 36 102	240	26714			500
GK_xum02/grc/GeGaSb/opt	opt	Ge Ga Sb	45 75 180	300	33314			2000
GK_xum02/grc/As-OTS/GeAsS/6-time/1-2	opt	Ge As S	108 24 108	240	26714			2000
GK_xum02/grc/As-OTS/GeAsS/6-time/2-7	opt	Ge As S	108 24 108	240	26714			2000
GK_xum02/grc/As-OTS/GeAsS/6-time/3-2	opt	Ge As S	108 24 108	240	26714			2000
GK_xum02/grc/As-OTS/GeAsS/6-time/4-7	opt	Ge As S	108 24 108	240	26714			2000
GK_xum02/grc/As-OTS/GeAsS/7-analysis/1-opt	opt	Ge As S	108 24 108	240	26714			2000
GK_xum02/grc/As-OTS/1-GeAsS/1/4-time/1-2	opt	Ge As S	108 24 108	240	26714			2000
GK_xum02/grc/As-OTS/1-GeAsS/1/analysis/1-opt	opt	Ge As S	108 24 108	240	26714			2000
GK_xum02/grc/As-OTS/1-GeAsS/2/5-opt	opt	Ge As S	108 24 108	240	26714			2000
GK_xum02/grc/As-OTS/1-GeAsS/2/4-time/1-2	opt	Ge As S	108 24 108	240	26714			2000
GK_xum02/grc/As-OTS/1-GeAsS/3/1-opt	opt	Ge As S	108 24 108	240	26714			2000
GK_xum02/grc/As-OTS/N-GeSe/4-opt	opt	Ge N Se	135 30 135	300	33314			300
GK_xum02/grc/As-OTS/5-GS/2-opt	opt	Ge S	150 150	300	33303			50
GK_xum02/grc/As-OTS/6-GT/3-opt	opt	Ge Te	150 150	300	33303			2000
GK_xum02/grc/As-OTS/GT-200/1-opt	opt	Ge Te	100 100	200	22303			2000
GK_xum02/grc/As-OTS/GS/3-opt	opt	Ge S	150 150	300	33303			20
GK_xum02/grc/As-OTS/GeSe/3-opt	opt	Ge Se	150 150	300	33303			2000
GK_xum02/grc/As-OTS/240/GeS/2/3-opt	opt	Ge S	120 120	240	26703			2000
GK_xum02/grc/As-OTS/240/GeS/3/2-opt	opt	Ge S	120 120	240	26703			2000
GK_xum02/grc/As-OTS/240/SiTe/3-relax/2-2	opt	Si Te	120 120	240	26703			2000
GK_xum02/grc/As-OTS/240/SiTe/4-opt	opt	Si Te	120 120	240	26703			2000
GK_xum02/grc/As-OTS/GeSe-dos/old-dos/1-opt	opt	Ge Se	150 150	300	33303			2000
GK_xum02/grc/As-OTS/8-SiAsSe/4-opt	opt	Si As Se	108 24 108	240	26714			2000
GK_xum02/grc/As-OTS/doped-GeSe/1-C/3-opt	opt	Ge C Se	108 24 108	240	26714			500
GK_xum02/grc/As-OTS/doped-GeSe/2-N/5/3-opt	opt	Ge N Se	108 24 108	240	26714			500
GK_xum02/grc/As-OTS/doped-GeSe/2-N/4-3/2-opt	opt	Ge N Se	108 24 108	240	26714			500
GK_xum02/grc/As-OTS/doped-GeSe/2-N/1/4-opt	opt	Ge N Se	108 24 108	240	26714			500
GK_xum02/grc/As-OTS/doped-GeSe/2-N/4-2/2-opt	opt	Ge N Se	108 24 108	240	26714			500
GK_xum02/grc/As-OTS/doped-GeSe/2-N/4-1/3-opt	opt	Ge N Se	108 24 108	240	26714			100
GK_xum02/grc/As-OTS/doped-GeSe/2-N/4-y/3-opt	opt	Ge N Se	108 24 108	240	26714			500
GK_xum02/grc/As-OTS/doped-GeSe/3-Sb/4-opt	opt	Ge Sb Se	108 24 108	240	26714			500
GK_xum02/grc/As-OTS/doped-GeSe/4-Hf/3-opt	opt	Ge Hf Se	108 24 108	240	26714			500
GK_xum02/grc/As-OTS/doped-GeSe/5-In/3-opt	opt	Ge In Se	108 24 108	240	26714			500
GK_xum02/grc/As-OTS/doped-GeSe/6-P/3-opt	opt	Ge P Se	108 24 108	240	26714			500
GK_xum02/grc/SbS/4-opt	opt	Sb S	120 180	300	33303			500
GK_xum02/grc/GaSe/3-time/2-opt	opt	Ga Se	150 150	300	33303			2000
GK_xum02/grc/GaSe/4-opt	opt	Ga Se	150 150	300	33303			2000
GK_xum02/grc/1-OTS/3-GATS/GATS/1-GATS/3-opt	opt	Ge As Te Si	30 90 165 15	300	33325			2000
GK_xum02/grc/1-OTS/3-GATS/GATS/1-GATS/analysis/1-opt	opt	Ge As Te Si	30 90 165 15	300	33325			2000
GK_xum02/grc/1-OTS/3-GATS/GATS/2-GATS/1-opt	opt	Ge As Te Si	30 90 165 15	300	33325			2000
GK_xum02/grc/1-OTS/4-GATSN/1-opt	opt	Ge As Te Si N	28 86 156 15 15	300	33336			2000
GK_xum02/grc/1-OTS/IST312/3-opt	opt	In Sb Te	150 50 100	300	33314			2000
GK_xum02/grc/1-OTS/InTe/19-InTe/MD.new-MGS/3-opt	opt	In Te	30 270	300	33303			1000
GK_xum02/grc/1-OTS/InTe/37-InTe/2/3-opt	opt	In Te	90 210	300	33303			500
GK_xum02/grc/1-OTS/InTe/37-InTe/MD.new/3-opt	opt	In Te	90 210	300	33303			1000
GK_xum02/grc/1-OTS/InTe/55-InTe/2/3-opt	opt	In Te	150 150	300	33303			500
GK_xum02/grc/1-OTS/InTe/55-InTe/3/3-opt	opt	In Te	150 150	300	33303			500
GK_xum02/grc/1-OTS/InTe/28-InTe/2/3-opt	opt	In Te	60 240	300	33303			50
GK_xum02/grc/1-OTS/InTe/28-InTe/3/3-opt	opt	In Te	60 240	300	33303			50
GK_xum02/grc/1-OTS/InTe/28-InTe/MD.new/4-opt	opt	In Te	60 240	300	33303			1000
GK_xum02/grc/1-OTS/InTe/46-InTe/1/MD.new/4-opt	opt	In Te	120 180	300	33303			1000
GK_xum02/grc/coorperation/Cr4Ge7/1-opt	opt	Ge Cr	28 16	44	5143			2000
GK_xum02/grc/coorperation/new-Cr4Ge7/1-opt	opt	Ge Cr	28 16	44	5143			2000
GK_xum02/grc/coorperation/Cr4Ge7-2-ISIF/1-opt-2	opt	Ge Cr	28 16	44	5143			2000
GK_xum02/grc/coorperation/Cr4Ge7+U+S/1-opt	opt	Ge Cr	28 16	44	5143			2000
GK_xum02/grc/coorperation/Cr4Ge7+U/1-opt	opt	Ge Cr	28 16	44	5143			2000
GK_xum02/grc/coorperation/Cr4Ge7+S/1-opt	opt	Ge Cr	28 16	44	5143			2000
GK_xum02/grc/coorperation/Cr4Ge7+0/1-opt	opt	Ge Cr	28 16	44	5143			2000
GK_xum02/grc/Si-As-Te/1-SiTe/new-y/6/3-opt	opt	Si Te	150 150	300	33303			2000
GK_xum02/grc/Si-As-Te/1-SiTe/new-y/5-y/1-opt	opt	Si Te	150 150	300	33303			2000
GK_xum02/grc/Si-As-Te/1-SiTe/0/1-opt	opt	Si Te	150 150	300	33303			2000
GK_xum02/grc/Si-As-Te/1-SiTe/0/1-opt/0-time	opt	Si Te	150 150	300	33303			2000
GK_xum02/grc/Si-As-Te/1-SiTe/0/1-opt/1-opt	opt	Si Te	150 150	300	33303			2000
GK_xum02/grc/Si-As-Te/3-As2Te3/4-opt	opt	As Te	120 180	300	33303			2000
GK_xum02/grc/3-Te-based/3-AlTe/2-A3lTe7/3-opt	opt	Al Te	90 210	300	33303			50
GK_xum02/grc/3-Te-based/3-AlTe/1-AlTe9/3-opt	opt	Al Te	30 270	300	33303			1000
GK_xum02/grc/3-Te-based/4-BTe/2/3-opt	opt	B Te	30 270	300	33303			1000
GK_xum02/grc/3-Te-based/4-BTe/3/3-opt	opt	B Te	30 270	300	33303			50
GK_xum02/grc/3-Te-based/4-BTe/1/3-opt	opt	B Te	30 270	300	33303			50
GK_xum02/grc/3-Te-based/5-SiTe/3-SiTe9/3-opt	opt	Si Te	30 270	300	33303			1000
GK_xum02/grc/3-Te-based/5-SiTe/2-SiTe/2/3-opt	opt	Si Te	150 150	300	33303			50
GK_xum02/grc/3-Te-based/5-SiTe/2-SiTe/1/3-opt	opt	Si Te	150 150	300	33303			100
GK_xum02/grc/3-Te-based/5-SiTe/1-SiTe9/3-opt	opt	Si Te	30 270	300	33303			100
GK_xum02/grc/3-Te-based/6-GaTe/2-Ga2Te3/3-opt	opt	Ga Te	120 180	300	33303			1000
GK_xum02/grc/3-Te-based/6-GaTe/3-Ga2Te3/3-opt	opt	Ga Te	120 180	300	33303			1000
GK_xum02/grc/3-Te-based/6-GaTe/1-GaTe9/3-opt	opt	Ga Te	30 270	300	33303			1000
GK_xum02/grc/3-Te-based/7-SnTe/2-SnTe/3-opt	opt	Sn Te	150 150	300	33303			1000
GK_xum02/grc/3-Te-based/7-SnTe/3-SnTe9/1/3-opt	opt	Sn Te	30 270	300	33303			500
GK_xum02/grc/3-Te-based/7-SnTe/3-SnTe9/2/3-opt	opt	Sn Te	30 270	300	33303			1000
GK_xum02/grc/3-Te-based/7-SnTe/1-SnTe9/3-opt	opt	Sn Te	30 270	300	33303			1000
GK_xum02/grc/3-Te-based/8-InTe/3-In2Te3/2-y/3-opt	opt	In Te	120 180	300	33303			800
GK_xum02/grc/3-Te-based/8-InTe/3-In2Te3/1/3-opt	opt	In Te	120 180	300	33303			100
GK_xum02/grc/3-Te-based/8-InTe/1-InTe9/3-opt	opt	In Te	30 270	300	33303			1000
GK_xum02/grc/3-Te-based/9-ZnTe/3-ZnTe9/3-opt	opt	Zn Te	30 270	300	33303			1000
GK_xum02/grc/3-Te-based/9-ZnTe/1-ZnTe9/3-opt	opt	Zn Te	30 270	300	33303			1000
GK_xum02/grc/3-Te-based/10-AsTe/3-AsTe9/3-opt	opt	As Te	30 270	300	33303			1000
GK_xum02/grc/3-Te-based/10-AsTe/4-AsTe9/3-opt	opt	As Te	30 270	300	33303			500
GK_xum02/grc/3-Te-based/10-AsTe/1-AsTe9/3-opt	opt	As Te	30 270	300	33303			1000
GK_xum02/grc/3-Te-based/10-AsTe/5-AsTe9/3-opt	opt	As Te	30 270	300	33303			30
GK_xum02/grc/3-Te-based/11-SbTe/3-SbTe9/3-opt	opt	Sb Te	30 270	300	33303			1000
GK_xum02/grc/3-Te-based/11-SbTe/1-SbTe9/3-opt	opt	Sb Te	30 270	300	33303			1000
GK_xum02/grc/3-Te-based/11-SbTe/2-Sb2Te3/3-opt	opt	Sb Te	120 180	300	33303			1000
GK_xum02/grc/3-Te-based/Te/5-y/4-opt	opt	Te	300	300	33292			200
GK_xum02/grc/3-Te-based/Te/3/3-opt	opt	Te	300	300	33292			300
GK_xum02/grc/3-Te-based/Te/1-y/3-opt	opt	Te	300	300	33292			500
GK_xum02/grc/3-Te-based/Te/1-y/new/4-opt	opt	Te	300	300	33292			500
GK_xum02/grc/GaS/1/3-opt	opt	Ga S	150 150	300	33303			500
nscc1741_XM/xqd/4-Sb2SeTe3/5-50%/3-opt	opt	Sb Se Te	120 90 90	300	33314			200
nscc1741_XM/xqd/4-Sb2SeTe3/6-60%/3-opt	opt	Sb Se Te	120 108 72	300	33314			200
nscc1741_XM/xqd/4-Sb2SeTe3/7-70%/3-opt	opt	Sb Se Te	120 126 54	300	33314			200
nscc1741_XM/xqd/4-Sb2SeTe3/4-40%/3-opt	opt	Sb Se Te	120 72 108	300	33314			50
nscc1741_XM/xqd/4-Sb2SeTe3/3-30%/3-opt	opt	Sb Se Te	120 54 126	300	33314			200
nscc1741_XM/xqd/4-Sb2SeTe3/8-80%/3-opt	opt	Sb Se Te	120 144 36	300	33314			50
nscc1741_XM/xqd/4-Sb2SeTe3/9-90%/3-opt	opt	Sb Se Te	120 162 18	300	33314			200
nscc1741_XM/xqd/1-PCM/1-GeTe-cubic/2/1-opt	opt	Ge Te	4 4	8	1183			200
nscc1741_XM/xqd/1-PCM/1-GeTe-cubic/1/1-opt	opt	Ge Te	4 4	8	1183			100
nscc1741_XM/xqd/1-PCM/C-doped/2-GST225/4-opt	opt	Ge Sb Te C	63 63 150 30	306	33985			300
nscc1741_XM/xqd/1-PCM/C-doped/3-GST147/4-opt	opt	Ge Sb Te C	20 90 160 30	300	33325			300
nscc1741_XM/xqd/1-PCM/GeGaSb/3-opt	opt	Ge Ga Sb	45 75 180	300	33314			30
nscc1741_XM/xqd/1-PCM/13-GeSbSe225/3-opt	opt	Ge Sb Se	68 68 170	306	33974			200
nscc1741_XM/xqd/1-PCM/15-IST/3-opt	opt	In Sb Te	150 50 100	300	33314			200
nscc1741_XM/xqd/2-OTS/4-GeTe6/3-model-mgs/03-opt	opt	Ge Te	43 257	300	33303			30
nscc1741_XM/xqd/2-OTS/4-GeTe6/1-model/3-opt	opt	Ge Te	43 257	300	33303			1000
nscc1741_XM/xqd/2-OTS/4-GeTe6/1-model/6-mgs/03-opt	opt	Ge Te	43 257	300	33303			1000
nscc1741_XM/xqd/2-OTS/5-Sb2Se3/3-model/3-opt	opt	Sb Se	120 180	300	33303			100
nscc1741_XM/xqd/2-OTS/5-Sb2Se3/4-model/3-opt	opt	Sb Se	120 180	300	33303			1000
nscc1741_XM/xqd/2-OTS/5-Sb2Se3/01-model_hse/2-opt2	opt	Sb Se	120 180	300	33303			1000
nscc1741_XM/xqd/2-OTS/5-Sb2Se3/01-model_hse/41-opt	opt	Sb Se	120 180	300	33303			1000
nscc1741_XM/xqd/2-OTS/5-Sb2Se3/01-model_hse/51-opt	opt	Sb Se	120 180	300	33303			1000
nscc1741_XM/xqd/2-OTS/5-Sb2Se3/2-model_T/3-opt	opt	Sb Se	120 180	300	33303			200
nscc1741_XM/xqd/2-OTS/5-Sb2Se3/5-model-mgs/03-opt	opt	Sb Se	120 180	300	33303			500
nscc1741_XM/xqd/2-OTS/1-GeSe/3-model-mgs/03-opt	opt	Ge Se	150 150	300	33303			500
nscc1741_XM/xqd/2-OTS/2-GeS/1-model/3-opt	opt	Ge S	150 150	300	33303			200
nscc1741_XM/xqd/2-OTS/9-GeSe3/1-model/3-opt	opt	Ge Se	75 225	300	33303			50
nscc1741_XM/xqd/2-OTS/11-Sb2S3/0-model/opt	opt	Sb S	120 180	300	33303			20
nscc1741_XM/xqd/2-OTS/12-SbSeC/5%/3-opt	opt	Sb Se C	114 171 15	300	33314			1000
nscc1741_XM/xqd/2-OTS/12-SbSeC/5%/31-opt	opt	Sb Se C	114 171 15	300	33314			1000
nscc1741_XM/xqd/2-OTS/12-SbSeC/5%/32-opt	opt	Sb Se C	114 171 15	300	33314			1000
nscc1741_XM/xqd/2-OTS/12-SbSeC/5%/33-opt	opt	Sb Se C	114 171 15	300	33314			1000
nscc1741_XM/xqd/2-OTS/12-SbSeC/5%/34-opt	opt	Sb Se C	114 171 15	300	33314			1000
nscc1741_XM/xqd/2-OTS/12-SbSeC/15%/3-opt	opt	Sb Se C	102 153 45	300	33314			1000
nscc1741_XM/xqd/2-OTS/12-SbSeC/10%/3-300K-T/opt	opt	Sb Se C	108 162 30	300	33314			1000
nscc1741_XM/xqd/2-OTS/12-SbSeC/10%/4-300K/opt	opt	Sb Se C	108 162 30	300	33314			500
nscc1741_XM/xqd/2-OTS/12-SbSeC/10%/5-300K/opt	opt	Sb Se C	108 162 30	300	33314			1000
nscc1741_XM/xqd/2-OTS/12-SbSeC/10%/6-300K/opt	opt	Sb Se C	108 162 30	300	33314			1000
nscc1741_XM/xqd/2-OTS/12-SbSeC/10%/7-300K/opt	opt	Sb Se C	108 162 30	300	33314			1000
nscc1741_XM/xqd/5-Sb-X/2-ZnSb/3-opt	opt	Zn Sb	45 255	300	33303			1000
nscc1741_XM/xqd/3-GeSeTe/4-40%/1-model/3-opt	opt	Ge Te Se	150 90 60	300	33314			1000
nscc1741_XM/xqd/3-GeSeTe/4-40%/2-model/3-opt	opt	Ge Te Se	150 90 60	300	33314			1000
nscc1741_XM/xqd/3-GeSeTe/8-80%/1-model/3-opt	opt	Ge Te Se	150 120 30	300	33314			100
nscc1741_XM/xqd/3-GeSeTe/5-50%/3-model/3-opt	opt	Ge Te Se	150 75 75	300	33314			500
nscc1741_XM/xqd/3-GeSeTe/5-50%/2-model/3-opt	opt	Ge Te Se	150 75 75	300	33314			1000
nscc1741_XM/xqd/3-GeSeTe/1-10%/1-model/3-opt	opt	Ge Te Se	150 135 15	300	33314			100
nscc1741_XM/xqd/3-GeSeTe/2-20%/1-model/3-opt	opt	Ge Te Se	150 120 30	300	33314			100
nscc1741_XM/xqd/3-GeSeTe/3-30%/1-model/3-opt	opt	Ge Te Se	150 105 45	300	33314			100
nscc1741_XM/xqd/3-GeSeTe/6-60%/1-model/3-opt	opt	Ge Te Se	150 60 90	300	33314			1000
nscc1741_XM/xumeng/born_charge/3-Sb/opt3	opt	Sb	6	6	952			500
nscc1741_XM/xumeng/born_charge/2-GeTe/opt3	opt	Ge Te	3 3	6	963			500
nscc1741_XM/xumeng/born_charge/opt3	opt	Ge Se	4 4	8	1183			500
nscc1741_XM/xumeng/born_charge/4-SbTe2/opt3	opt	Sb Te	1 2	3	633			500
nscc1741_XM/xumeng/born_charge/5-SnTe/opt3	opt	Sn Te	4 4	8	1183			500
nscc1741_XM/xumeng/born_charge/GeSe-cubic/opt3	opt	Ge Se	4 4	8	1183			500
nscc1741_XM/xumeng/born_charge/8-Bi2Se3/opt3	opt	Bi Se	6 9	15	1953			500
nscc1741_XM/xumeng/old/CrP4/1-opt3	opt	P Cr	16 4	20	2503			1000
nscc1741_XM/xumeng/old/LiDH/3-120K/1-opt2	opt	C H N Pb I	64 96 8 4 16	188	21016			2000
nscc1741_XM/xumeng/old/LiDH/1-0K/1-opt3	opt	C H N Pb I	64 96 8 4 16	188	21016			2000
nscc1741_XM/xumeng/old/LiDH/1-0K/2-opt2	opt	C H N Pb I	64 96 8 4 16	188	21016			2000
