model_key	rep_path	how	n_merged	formula	species	counts	natoms	tebeg
yyf/5-O/6-models/STRUCTURE_44	yyf/5-O/6-models/STRUCTURE_44/3-opt	opt-CONTCAR	1	In16O24	In O	16 24	40	
yyf/5-O/6-models/STRUCTURE_45	yyf/5-O/6-models/STRUCTURE_45/3-opt	opt-CONTCAR	1	In16O24	In O	16 24	40	
yyf/5-O/6-models/STRUCTURE_46	yyf/5-O/6-models/STRUCTURE_46/3-opt	opt-CONTCAR	1	In16O24	In O	16 24	40	
yyf/5-O/6-models/STRUCTURE_47	yyf/5-O/6-models/STRUCTURE_47/3-opt	opt-CONTCAR	1	In16O24	In O	16 24	40	
yyf/5-O/6-models/STRUCTURE_48	yyf/5-O/6-models/STRUCTURE_48/3-opt	opt-CONTCAR	1	In16O24	In O	16 24	40	
yyf/5-O/6-models/STRUCTURE_49	yyf/5-O/6-models/STRUCTURE_49/3-opt	opt-CONTCAR	1	In16O24	In O	16 24	40	
yyf/5-O/6-models/STRUCTURE_5	yyf/5-O/6-models/STRUCTURE_5/3-opt	opt-CONTCAR	1	In16O24	In O	16 24	40	
yyf/5-O/6-models/STRUCTURE_50	yyf/5-O/6-models/STRUCTURE_50/3-opt	opt-CONTCAR	1	In16O24	In O	16 24	40	
yyf/5-O/6-models/STRUCTURE_6	yyf/5-O/6-models/STRUCTURE_6/3-opt	opt-CONTCAR	1	In16O24	In O	16 24	40	
yyf/5-O/6-models/STRUCTURE_7	yyf/5-O/6-models/STRUCTURE_7/3-opt	opt-CONTCAR	1	In16O24	In O	16 24	40	
yyf/5-O/6-models/STRUCTURE_8	yyf/5-O/6-models/STRUCTURE_8/3-opt	opt-CONTCAR	1	In16O24	In O	16 24	40	
yyf/5-O/6-models/STRUCTURE_9	yyf/5-O/6-models/STRUCTURE_9/3-opt	opt-CONTCAR	1	In16O24	In O	16 24	40	
yyf/5-O/7-INGAO/1-1	yyf/5-O/7-INGAO/1-1/3-opt	opt-CONTCAR	1	In15Ga1O24	In Ga O	15 1 24	40	
yyf/5-O/7-INGAO/2-1Ga/STRUCTURE_1	yyf/5-O/7-INGAO/2-1Ga/STRUCTURE_1/3-opt	opt-CONTCAR	1	In15Ga1O24	In Ga O	15 1 24	40	
yyf/5-O/7-INGAO/2-1Ga/STRUCTURE_2	yyf/5-O/7-INGAO/2-1Ga/STRUCTURE_2/3-opt	opt-CONTCAR	1	In15Ga1O24	In Ga O	15 1 24	40	
yyf/5-O/7-INGAO/2-1Ga/STRUCTURE_3	yyf/5-O/7-INGAO/2-1Ga/STRUCTURE_3/3-opt	opt-CONTCAR	1	In15Ga1O24	In Ga O	15 1 24	40	
yyf/5-O/7-INGAO/2-1Ga/STRUCTURE_4	yyf/5-O/7-INGAO/2-1Ga/STRUCTURE_4/3-opt	opt-CONTCAR	1	In15Ga1O24	In Ga O	15 1 24	40	
yyf/5-O/7-INGAO/2-1Ga/STRUCTURE_5	yyf/5-O/7-INGAO/2-1Ga/STRUCTURE_5/3-opt	opt-CONTCAR	1	In15Ga1O24	In Ga O	15 1 24	40	
yyf/5-O/7-INGAO/3-2Ga/STRUCTURE_51	yyf/5-O/7-INGAO/3-2Ga/STRUCTURE_51/3-opt	opt-CONTCAR	1	In14Ga2O24	In Ga O	14 2 24	40	
yyf/5-O/7-INGAO/3-2Ga/STRUCTURE_52	yyf/5-O/7-INGAO/3-2Ga/STRUCTURE_52/3-opt	opt-CONTCAR	1	In14Ga2O24	In Ga O	14 2 24	40	
yyf/5-O/7-INGAO/3-2Ga/STRUCTURE_53	yyf/5-O/7-INGAO/3-2Ga/STRUCTURE_53/3-opt	opt-CONTCAR	1	In14Ga2O24	In Ga O	14 2 24	40	
yyf/5-O/7-INGAO/3-2Ga/STRUCTURE_54	yyf/5-O/7-INGAO/3-2Ga/STRUCTURE_54/3-opt	opt-CONTCAR	1	In14Ga2O24	In Ga O	14 2 24	40	
yyf/5-O/7-INGAO/3-2Ga/STRUCTURE_55	yyf/5-O/7-INGAO/3-2Ga/STRUCTURE_55/3-opt	opt-CONTCAR	1	In14Ga2O24	In Ga O	14 2 24	40	
yyf/5-O/7-INGAO/4-models/STRUCTURE_1	yyf/5-O/7-INGAO/4-models/STRUCTURE_1/3-opt	opt-CONTCAR	1	In14Ga2O24	In Ga O	14 2 24	40	
yyf/5-O/7-INGAO/4-models/STRUCTURE_10	yyf/5-O/7-INGAO/4-models/STRUCTURE_10/3-opt	opt-CONTCAR	1	In14Ga2O24	In Ga O	14 2 24	40	
yyf/5-O/7-INGAO/4-models/STRUCTURE_11	yyf/5-O/7-INGAO/4-models/STRUCTURE_11/3-opt	opt-CONTCAR	1	In14Ga2O24	In Ga O	14 2 24	40	
yyf/5-O/7-INGAO/4-models/STRUCTURE_12	yyf/5-O/7-INGAO/4-models/STRUCTURE_12/3-opt	opt-CONTCAR	1	In14Ga2O24	In Ga O	14 2 24	40	
yyf/5-O/7-INGAO/4-models/STRUCTURE_13	yyf/5-O/7-INGAO/4-models/STRUCTURE_13/3-opt	opt-CONTCAR	1	In14Ga2O24	In Ga O	14 2 24	40	
yyf/5-O/7-INGAO/4-models/STRUCTURE_14	yyf/5-O/7-INGAO/4-models/STRUCTURE_14/3-opt	opt-CONTCAR	1	In14Ga2O24	In Ga O	14 2 24	40	
yyf/5-O/7-INGAO/4-models/STRUCTURE_15	yyf/5-O/7-INGAO/4-models/STRUCTURE_15/3-opt	opt-CONTCAR	1	In14Ga2O24	In Ga O	14 2 24	40	
yyf/5-O/7-INGAO/4-models/STRUCTURE_16	yyf/5-O/7-INGAO/4-models/STRUCTURE_16/3-opt	opt-CONTCAR	1	In14Ga2O24	In Ga O	14 2 24	40	
yyf/5-O/7-INGAO/4-models/STRUCTURE_17	yyf/5-O/7-INGAO/4-models/STRUCTURE_17/3-opt	opt-CONTCAR	1	In14Ga2O24	In Ga O	14 2 24	40	
yyf/5-O/7-INGAO/4-models/STRUCTURE_18x	yyf/5-O/7-INGAO/4-models/STRUCTURE_18x/3-opt	opt-CONTCAR	1	In14Ga2O24	In Ga O	14 2 24	40	
yyf/5-O/7-INGAO/4-models/STRUCTURE_19	yyf/5-O/7-INGAO/4-models/STRUCTURE_19/3-opt	opt-CONTCAR	1	In14Ga2O24	In Ga O	14 2 24	40	
yyf/5-O/7-INGAO/4-models/STRUCTURE_2	yyf/5-O/7-INGAO/4-models/STRUCTURE_2/3-opt	opt-CONTCAR	1	In14Ga2O24	In Ga O	14 2 24	40	
yyf/5-O/7-INGAO/4-models/STRUCTURE_20	yyf/5-O/7-INGAO/4-models/STRUCTURE_20/3-opt	opt-CONTCAR	1	In14Ga2O24	In Ga O	14 2 24	40	
yyf/5-O/7-INGAO/4-models/STRUCTURE_21	yyf/5-O/7-INGAO/4-models/STRUCTURE_21/3-opt	opt-CONTCAR	1	In14Ga2O24	In Ga O	14 2 24	40	
yyf/5-O/7-INGAO/4-models/STRUCTURE_22	yyf/5-O/7-INGAO/4-models/STRUCTURE_22/3-opt	opt-CONTCAR	1	In14Ga2O24	In Ga O	14 2 24	40	
yyf/5-O/7-INGAO/4-models/STRUCTURE_23	yyf/5-O/7-INGAO/4-models/STRUCTURE_23/3-opt	opt-CONTCAR	1	In14Ga2O24	In Ga O	14 2 24	40	
yyf/5-O/7-INGAO/4-models/STRUCTURE_24	yyf/5-O/7-INGAO/4-models/STRUCTURE_24/3-opt	opt-CONTCAR	1	In14Ga2O24	In Ga O	14 2 24	40	
yyf/5-O/7-INGAO/4-models/STRUCTURE_25	yyf/5-O/7-INGAO/4-models/STRUCTURE_25/3-opt	opt-CONTCAR	1	In14Ga2O24	In Ga O	14 2 24	40	
yyf/5-O/7-INGAO/4-models/STRUCTURE_26	yyf/5-O/7-INGAO/4-models/STRUCTURE_26/3-opt	opt-CONTCAR	1	In14Ga2O24	In Ga O	14 2 24	40	
yyf/5-O/7-INGAO/4-models/STRUCTURE_27	yyf/5-O/7-INGAO/4-models/STRUCTURE_27/3-opt	opt-CONTCAR	1	In14Ga2O24	In Ga O	14 2 24	40	
yyf/5-O/7-INGAO/4-models/STRUCTURE_28	yyf/5-O/7-INGAO/4-models/STRUCTURE_28/3-opt	opt-CONTCAR	1	In14Ga2O24	In Ga O	14 2 24	40	
yyf/5-O/7-INGAO/4-models/STRUCTURE_29	yyf/5-O/7-INGAO/4-models/STRUCTURE_29/3-opt	opt-CONTCAR	1	In14Ga2O24	In Ga O	14 2 24	40	
yyf/5-O/7-INGAO/4-models/STRUCTURE_3	yyf/5-O/7-INGAO/4-models/STRUCTURE_3/3-opt	opt-CONTCAR	1	In14Ga2O24	In Ga O	14 2 24	40	
yyf/5-O/7-INGAO/4-models/STRUCTURE_30	yyf/5-O/7-INGAO/4-models/STRUCTURE_30/3-opt	opt-CONTCAR	1	In14Ga2O24	In Ga O	14 2 24	40	
yyf/5-O/7-INGAO/4-models/STRUCTURE_31	yyf/5-O/7-INGAO/4-models/STRUCTURE_31/3-opt	opt-CONTCAR	1	In14Ga2O24	In Ga O	14 2 24	40	
yyf/5-O/7-INGAO/4-models/STRUCTURE_32	yyf/5-O/7-INGAO/4-models/STRUCTURE_32/3-opt	opt-CONTCAR	1	In14Ga2O24	In Ga O	14 2 24	40	
yyf/5-O/7-INGAO/4-models/STRUCTURE_33	yyf/5-O/7-INGAO/4-models/STRUCTURE_33/3-opt	opt-CONTCAR	1	In14Ga2O24	In Ga O	14 2 24	40	
yyf/5-O/7-INGAO/4-models/STRUCTURE_34	yyf/5-O/7-INGAO/4-models/STRUCTURE_34/3-opt	opt-CONTCAR	1	In14Ga2O24	In Ga O	14 2 24	40	
yyf/5-O/7-INGAO/4-models/STRUCTURE_35	yyf/5-O/7-INGAO/4-models/STRUCTURE_35/3-opt	opt-CONTCAR	1	In14Ga2O24	In Ga O	14 2 24	40	
yyf/5-O/7-INGAO/4-models/STRUCTURE_36	yyf/5-O/7-INGAO/4-models/STRUCTURE_36/3-opt	opt-CONTCAR	1	In14Ga2O24	In Ga O	14 2 24	40	
yyf/5-O/7-INGAO/4-models/STRUCTURE_37	yyf/5-O/7-INGAO/4-models/STRUCTURE_37/3-opt	opt-CONTCAR	1	In14Ga2O24	In Ga O	14 2 24	40	
yyf/5-O/7-INGAO/4-models/STRUCTURE_38	yyf/5-O/7-INGAO/4-models/STRUCTURE_38/3-opt	opt-CONTCAR	1	In14Ga2O24	In Ga O	14 2 24	40	
yyf/5-O/7-INGAO/4-models/STRUCTURE_39	yyf/5-O/7-INGAO/4-models/STRUCTURE_39/3-opt	opt-CONTCAR	1	In14Ga2O24	In Ga O	14 2 24	40	
yyf/5-O/7-INGAO/4-models/STRUCTURE_4	yyf/5-O/7-INGAO/4-models/STRUCTURE_4/3-opt	opt-CONTCAR	1	In14Ga2O24	In Ga O	14 2 24	40	
yyf/5-O/7-INGAO/4-models/STRUCTURE_40	yyf/5-O/7-INGAO/4-models/STRUCTURE_40/3-opt	opt-CONTCAR	1	In14Ga2O24	In Ga O	14 2 24	40	
yyf/5-O/7-INGAO/4-models/STRUCTURE_41	yyf/5-O/7-INGAO/4-models/STRUCTURE_41/3-opt	opt-CONTCAR	1	In14Ga2O24	In Ga O	14 2 24	40	
yyf/5-O/7-INGAO/4-models/STRUCTURE_42	yyf/5-O/7-INGAO/4-models/STRUCTURE_42/3-opt	opt-CONTCAR	1	In14Ga2O24	In Ga O	14 2 24	40	
yyf/5-O/7-INGAO/4-models/STRUCTURE_43	yyf/5-O/7-INGAO/4-models/STRUCTURE_43/3-opt	opt-CONTCAR	1	In14Ga2O24	In Ga O	14 2 24	40	
yyf/5-O/7-INGAO/4-models/STRUCTURE_44	yyf/5-O/7-INGAO/4-models/STRUCTURE_44/3-opt	opt-CONTCAR	1	In14Ga2O24	In Ga O	14 2 24	40	
yyf/5-O/7-INGAO/4-models/STRUCTURE_45	yyf/5-O/7-INGAO/4-models/STRUCTURE_45/3-opt	opt-CONTCAR	1	In14Ga2O24	In Ga O	14 2 24	40	
yyf/5-O/7-INGAO/4-models/STRUCTURE_46	yyf/5-O/7-INGAO/4-models/STRUCTURE_46/3-opt	opt-CONTCAR	1	In14Ga2O24	In Ga O	14 2 24	40	
yyf/5-O/7-INGAO/4-models/STRUCTURE_47	yyf/5-O/7-INGAO/4-models/STRUCTURE_47/3-opt	opt-CONTCAR	1	In14Ga2O24	In Ga O	14 2 24	40	
yyf/5-O/7-INGAO/4-models/STRUCTURE_48	yyf/5-O/7-INGAO/4-models/STRUCTURE_48/3-opt	opt-CONTCAR	1	In14Ga2O24	In Ga O	14 2 24	40	
yyf/5-O/7-INGAO/4-models/STRUCTURE_49	yyf/5-O/7-INGAO/4-models/STRUCTURE_49/3-opt	opt-CONTCAR	1	In14Ga2O24	In Ga O	14 2 24	40	
yyf/5-O/7-INGAO/4-models/STRUCTURE_5	yyf/5-O/7-INGAO/4-models/STRUCTURE_5/3-opt	opt-CONTCAR	1	In14Ga2O24	In Ga O	14 2 24	40	
yyf/5-O/7-INGAO/4-models/STRUCTURE_50	yyf/5-O/7-INGAO/4-models/STRUCTURE_50/3-opt	opt-CONTCAR	1	In14Ga2O24	In Ga O	14 2 24	40	
yyf/5-O/7-INGAO/4-models/STRUCTURE_6	yyf/5-O/7-INGAO/4-models/STRUCTURE_6/3-opt	opt-CONTCAR	1	In14Ga2O24	In Ga O	14 2 24	40	
yyf/5-O/7-INGAO/4-models/STRUCTURE_7	yyf/5-O/7-INGAO/4-models/STRUCTURE_7/3-opt	opt-CONTCAR	1	In14Ga2O24	In Ga O	14 2 24	40	
yyf/5-O/7-INGAO/4-models/STRUCTURE_8	yyf/5-O/7-INGAO/4-models/STRUCTURE_8/3-opt	opt-CONTCAR	1	In14Ga2O24	In Ga O	14 2 24	40	
yyf/5-O/7-INGAO/4-models/STRUCTURE_9	yyf/5-O/7-INGAO/4-models/STRUCTURE_9/3-opt	opt-CONTCAR	1	In14Ga2O24	In Ga O	14 2 24	40	
yyf/5-O/7-INGAO/5-8Ga	yyf/5-O/7-INGAO/5-8Ga/3-opt	opt-CONTCAR	1	In8Ga8O24	In Ga O	8 8 24	40	
yyf/5-O/7-INGAO/6-1H	yyf/5-O/7-INGAO/6-1H/3-opt	opt-CONTCAR	1	In16O24H1	In O H	16 24 1	41	
yyf/5-O/7-INGAO/7-300atom/1-20Ga/1-model	yyf/5-O/7-INGAO/7-300atom/1-20Ga/1-model/3-opt	opt-CONTCAR	2	In96Ga24O180	In Ga O	96 24 180	300	
yyf/5-O/7-INGAO/7-300atom/1-20Ga/1-model/8-remove1O	yyf/5-O/7-INGAO/7-300atom/1-20Ga/1-model/8-remove1O	opt-CONTCAR	1	In96Ga24O179	In Ga O	96 24 179	299	
yyf/5-O/7-INGAO/7-300atom/1-20Ga/1-model/9-move1O	yyf/5-O/7-INGAO/7-300atom/1-20Ga/1-model/9-move1O	opt-CONTCAR	1	In96Ga24O179	In Ga O	96 24 179	299	
yyf/5-O/8-ITO/1-1	yyf/5-O/8-ITO/1-1/6-opt	opt-CONTCAR	2	In31Sn1O48	In Sn O	31 1 48	80	
yyf/5-O/8-ITO/2-models/STRUCTURE_1	yyf/5-O/8-ITO/2-models/STRUCTURE_1/3-opt	opt-CONTCAR	1	In15Sn1O24	In Sn O	15 1 24	40	
yyf/5-O/8-ITO/3-300atom/1-10Sn	yyf/5-O/8-ITO/3-300atom/1-10Sn/3-opt	opt-CONTCAR	2	In108Sn12O180	In Sn O	108 12 180	300	
yyf/5-O/9-IGZO/1-111	yyf/5-O/9-IGZO/1-111/3-opt	opt-CONTCAR	2	In40Ga40Zn40O160	In Ga Zn O	40 40 40 160	280	
yyf/5-O/9-IGZO/2-101	yyf/5-O/9-IGZO/2-101/3-opt	opt-CONTCAR	2	In60Zn60O150	In Zn O	60 60 150	270	
yyf/5-O/9-IGZO/3-110	yyf/5-O/9-IGZO/3-110/3-opt	opt-CONTCAR	2	In60Ga60O180	In Ga O	60 60 180	300	
yyf/5-O/9-IGZO/4-40atom	yyf/5-O/9-IGZO/4-40atom/3-opt	opt-CONTCAR	1	In6Ga6Zn6O24	In Ga Zn O	6 6 6 24	42	
yyf/5-O/9-IGZO/5-011	yyf/5-O/9-IGZO/5-011/3-opt	opt-CONTCAR	1	Ga60Zn60O150	Ga Zn O	60 60 150	270	
yyf/5-O/9-IGZO/6-010	yyf/5-O/9-IGZO/6-010/3-opt	opt-CONTCAR	1	Ga120O180	Ga O	120 180	300	
