path	type	species	counts	natoms	contcar_size	tebeg	teend	nsw
xqd/mcp_workspace/2026-05-20/M4_cp_vol/inputs/prep	opt	Ge Sb Te	19 13 32	64	7354			80
xqd/mcp_workspace/2026-05-20/rho/M0_rho_a/inputs/stage3_relax	opt	Ge Sb Te	43 43 108	194	21654			200
xqd/mcp_workspace/2026-05-20/rho/M1_rho_a/inputs/stage3_relax	opt	Ge Sb Te N	43 43 108 10	204	22765			200
xqd/mcp_workspace/2026-05-20/rho/M1_rho_c/inputs/prep	opt	Ge Sb Te N	43 43 108 10	204	22765			80
xqd/mcp_workspace/2026-05-20/rho/M4_rho_a/inputs/stage3_relax	opt	Ge Sb Te	65 43 108	216	24074			200
xqd/mcp_workspace/2026-05-20/rho/M4_rho_c/inputs/prep	opt	Ge Sb Te	57 43 108	208	23194			80
xqd/mcp_workspace/2026-05-20/melt/M0_T_melt/inputs/prep	opt	Ge Sb Te	43 43 108	194	21654			80
xqd/mcp_workspace/2026-05-20/hse_rho_c/M1/inputs_hse06/seed_5/prep	opt	Ge Sb Te N	43 43 108 10	204	22765			200
xqd/mcp_workspace/2026-05-20/hse_rho_c/M1/inputs_hse06/seed_2/prep	opt	Ge Sb Te N	43 43 108 10	204	22765			200
xqd/mcp_workspace/2026-05-20/hse_rho_c/M1/inputs_hse06/seed_4/prep	opt	Ge Sb Te N	43 43 108 10	204	22765			200
xqd/mcp_workspace/2026-05-20/hse_rho_c/M1/inputs_hse06/seed_3/prep	opt	Ge Sb Te N	43 43 108 10	204	22765			200
xqd/mcp_workspace/2026-05-20/hse_rho_c/M1/inputs_hse06/seed_1/prep	opt	Ge Sb Te N	43 43 108 10	204	22765			200
xqd/mcp_workspace/2026-05-20/hse_rho_c/M0/inputs_hse06/seed_5/prep	opt	Ge Sb Te	43 43 108	194	21654			200
xqd/mcp_workspace/2026-05-20/hse_rho_c/M0/inputs_hse06/seed_3/prep	opt	Ge Sb Te	43 43 108	194	21654			200
xqd/mcp_workspace/2026-05-20/hse_rho_c/M0/inputs_hse06/seed_2/prep	opt	Ge Sb Te	43 43 108	194	21654			200
xqd/mcp_workspace/2026-05-20/hse_rho_c/M0/inputs_hse06/seed_4/prep	opt	Ge Sb Te	43 43 108	194	21654			200
xqd/mcp_workspace/2026-05-20/hse_rho_c/M0/inputs_hse06/seed_1/prep	opt	Ge Sb Te	43 43 108	194	21654			200
xqd/mcp_workspace/2026-05-20/hse_rho_c/M4/inputs_hse06/seed_5/prep	opt	Ge Sb Te	57 43 108	208	23194			200
xqd/mcp_workspace/2026-05-20/hse_rho_c/M4/inputs_hse06/seed_3/prep	opt	Ge Sb Te	57 43 108	208	23194			200
xqd/mcp_workspace/2026-05-20/hse_rho_c/M4/inputs_hse06/seed_1/prep	opt	Ge Sb Te	57 43 108	208	23194			200
xqd/mcp_workspace/2026-05-20/hse_rho_c/M4/inputs_hse06/seed_4/prep	opt	Ge Sb Te	57 43 108	208	23194			200
xqd/mcp_workspace/2026-05-20/hse_rho_c/M4/inputs_hse06/seed_2/prep	opt	Ge Sb Te	57 43 108	208	23194			200
xqd/mcp_workspace/2026-05-20/cp_vol/M1_cp_vol/inputs/prep	opt	Ge Sb Te N	43 43 108 10	204	22765			200
xqd/mcp_workspace/2026-05-20/cp_vol/M0_cp_vol/inputs/prep	opt	Ge Sb Te	43 43 108	194	21654			200
xqd/mcp_workspace/2026-05-20/cp_vol/M4_cp_vol/inputs/prep	opt	Ge Sb Te	57 43 108	208	23194			200
xqd/2-Sb/01-64atom_amor/6-opt	opt	Sb	64	64	7332			1000
xqd/2-Sb/01-64atom_amor/61-opt	opt	Sb	64	64	7332			300
xqd/2-Sb/02-125atom_amor/5-opt	opt	Sb	125	125	14042			300
xqd/2-Sb/03-216atom_amor/5-opt	opt	Sb	216	216	24052			1000
xqd/5-GSS/70/opt	opt	Ge Te Se	150 45 105	300	33314			1000
xqd/9-HfO/1-222/3-0/1-opt3-pbe	opt	Hf O	32 63	95	10753			999
xqd/9-HfO/1-222/3-0/2-opt3-lda	opt	Hf O	32 63	95	10753			999
xqd/9-HfO/1-222/5-2-/2-opt3-lda	opt	Hf O	32 63	95	10753			999
xqd/9-HfO/1-222/5-2-/1-opt3-pbe	opt	Hf O	32 63	95	10753			999
xqd/9-HfO/1-222/4-1-/1-opt3-pbe/opt-lda	opt	Hf O	32 63	95	10753			999
xqd/9-HfO/1-222/4-1-/1-opt3-pbe	opt	Hf O	32 63	95	10753			999
xqd/9-HfO/1-222/1-2+/0-relax-pbe	opt	Hf O	32 63	95	10753			999
xqd/9-HfO/1-222/1-2+/3-opt3-lda	opt	Hf O	32 63	95	10753			999
xqd/9-HfO/1-222/1-2+/2-opt3-pbe	opt	Hf O	32 63	95	10753			999
xqd/9-HfO/1-222/2-1+/3-opt3-spin	opt	Hf O	32 63	95	10753			999
xqd/9-HfO/1-222/2-1+/2-opt3-lda	opt	Hf O	32 63	95	10753			999
xqd/9-HfO/1-222/2-1+/1-opt3-pbe	opt	Hf O	32 63	95	10753			999
ysj/ef/gese/reply/VASPR2-1/rate_100Kps/3-opt	opt	Ge Se	150 150	300	33303			1000
ysj/ef/gese/reply/VASPR2-1/rate_300Kps/3-opt	opt	Ge Se	150 150	300	33303			1000
ysj/ef/gese/reply/VASPR2-1/rate_20Kps/3-opt	opt	Ge Se	150 150	300	33303			1000
ysj/ef/gese/reply/VASPR2-1/rate_200Kps/3-opt	opt	Ge Se	150 150	300	33303			1000
ysj/ef/gese/reply/VASPR2-1/rate_10Kps/3-opt	opt	Ge Se	150 150	300	33303			1000
ysj/ef/gese/reply/VASPR2-1/rate_30Kps/3-opt	opt	Ge Se	150 150	300	33303			1000
ysj/ef/gese/reply/VASPR2-1/rate_50Kps/3-opt	opt	Ge Se	150 150	300	33303			1000
ysj/ef/gese/reply/VASPR2-1/rate_500Kps/3-opt	opt	Ge Se	150 150	300	33303			1000
ysj/optical/c/GSST2241/opt	opt	Ge Sb Se Te	16 16 32 8	72	8245			100
ysj/optical/c/GST225/OPT	opt	Ge Sb Te	8 8 20	36	4274			100
ysj/optical/c/GeSeTe/3-opt	opt	Ge Se Te	50 14 136	200	22314			1000
ysj/optical/c/AIST/optical-pri/isif3	opt	Sb Te Ag In	49 24 4 4	81	9235			100
ysj/optical/c/AIST/opt	opt	Sb Te Ag In	49 24 4 4	81	9235			100
ysj/optical/c/GSS225/opt	opt	Sb Se Ge	16 40 16	72	8234			100
ysj/optical/c/Sb2Se3/1-POSCAR1/2-opt	opt	Sb Se	8 12	20	2503			100
ysj/optical/c/crte3/opt	opt	Cr Te	8 24	32	3823			100
ysj/optical/c/crtese/3-opt/y	opt	Cr Te Se	40 112 8	160	17914			1000
ysj/optical/c/crtese/3-opt/x	opt	Cr Te Se	40 112 8	160	17914			1000
ysj/optical/c/crtese/3-opt/z	opt	Cr Te Se	40 112 8	160	17914			1000
ysj/optical/a/GST225/3-opt	opt	Ge Sb Te	68 68 170	306	33974			500
ysj/optical/a/AIST/3-opt	opt	Ag In Sb Te	15 15 180 90	300	33325			500
ysj/optical/a/AIST/3-opt/neg/1-0.13	opt	Ag In Sb Te	15 15 180 90	300	33325			500
ysj/optical/a/AIST/3-opt/neg/2--5.59	opt	Ag In Sb Te	15 15 180 90	300	33325			500
ysj/optical/a/AIST/3-opt/pos/1-7.06	opt	Ag In Sb Te	15 15 180 90	300	33325			500
ysj/optical/a/GSST2241/3-opt	opt	Ge Sb Se Te	68 68 136 34	306	33985			500
ysj/optical/a/Sb2Se3/1-optical/6/pos	opt	Sb Se	120 180	300	33303			500
ysj/optical/a/Sb2Se3/1-optical/6/neg	opt	Sb Se	120 180	300	33303			500
ysj/optical/a/Sb2Se3/2-opt	opt	Sb Se	120 180	300	33303			500
ysj/optical/a/crte3/opt	opt	Cr Te	50 150	200	22303			1000
ysj/optical/a/crtese/3-opt	opt	Cr Te Se	50 140 10	200	22314			1000
ysj/optical/a/GeSeTe/3-opt	opt	Ge Se Te	75 21 204	300	33314			1000
ysj/structure-optimization	opt	Ge Sb Te	27 108 189	324	35954			100
ysj/gst147-cryss/gst147-c/FIX/3-opt	opt	Ge Sb Te C	25 100 175 24	324	39872			500
ysj/gst147-cryss/GST147-cubic/3-opt	opt	Ge Sb Te	27 108 189	324	35954			500
ysj/gst147-cryss/GST147-cubic/3-opt/sturcture2	opt	Ge Sb Te	27 108 189	324	35954			500
ysj/gst147-cryss/GST147-cubic/FIX/3-opt	opt	Ge Sb Te	27 108 189	324	39861			500
ysj/1-GeSe/3-opt	opt	Ge Se	150 150	300	33303			1000
ysj/1-GeSe/models/fix-mgs/2/3-opt	opt	Ge Se	150 150	300	33303			1000
ysj/1-GeSe/models/fix-mgs/1/3-opt	opt	Ge Se	150 150	300	36922			1000
ysj/1-GeSe/grcmodel/3-opt	opt	Ge Se	150 150	300	33303			1000
ysj/6-Cu-GeSe-Cu/1-160Cu/3-opt	opt	Cu Ge Se	160 320 320	800	58731			1000
ysj/6-Cu-GeSe-Cu/2-320Cu/3-opt	opt	Cu Ge Se	320 250 250	820	100373			1000
ysj/condi-diff/gen-2/relax	opt	Ge Se	153 153	306	33963			1000
ysj/condi-diff/density_gen/mid-dens/POSCAR-4.53-1	opt	Ge Se	150 150	300	33303			1000
ysj/condi-diff/density_gen/mid-dens/POSCAR-4.53-2	opt	Ge Se	150 150	300	33303			1000
ysj/condi-diff/density_gen/mid-dens/POSCAR-4.53-4	opt	Ge Se	150 150	300	33303			1000
ysj/condi-diff/density_gen/mid-dens/POSCAR-4.53-6	opt	Ge Se	150 150	300	33303			1000
ysj/condi-diff/density_gen/mid-dens/POSCAR-4.53-10	opt	Ge Se	150 150	300	33303			1000
ysj/condi-diff/density_gen/mid-dens/POSCAR-4.53-12	opt	Ge Se	150 150	300	33303			1000
ysj/condi-diff/density_gen/mid-dens/POSCAR-4.53-14	opt	Ge Se	150 150	300	33303			1000
ysj/condi-diff/density_gen/mid-dens/POSCAR-4.53-16	opt	Ge Se	150 150	300	33303			1000
ysj/condi-diff/density_gen/mid-dens/POSCAR-4.53-17	opt	Ge Se	150 150	300	33303			1000
ysj/condi-diff/density_gen/mid-dens/POSCAR-4.53-19	opt	Ge Se	150 150	300	33303			1000
ysj/condi-diff/density_gen/mid-dens/POSCAR-4.53-21	opt	Ge Se	150 150	300	33303			1000
ysj/condi-diff/density_gen/mid-dens/POSCAR-4.53-23	opt	Ge Se	150 150	300	33303			1000
ysj/condi-diff/density_gen/mid-dens/POSCAR-4.53-25	opt	Ge Se	150 150	300	33303			1000
ysj/condi-diff/density_gen/mid-dens/POSCAR-4.53-28	opt	Ge Se	150 150	300	33303			1000
ysj/condi-diff/density_gen/mid-dens/POSCAR-4.53-30	opt	Ge Se	150 150	300	33303			1000
ysj/condi-diff/density_gen/mid-dens/POSCAR-4.53-32	opt	Ge Se	150 150	300	33303			1000
ysj/condi-diff/density_gen/mid-dens/POSCAR-4.53-34	opt	Ge Se	150 150	300	33303			1000
ysj/condi-diff/density_gen/mid-dens/POSCAR-4.53-36	opt	Ge Se	150 150	300	33303			1000
ysj/condi-diff/density_gen/mid-dens/POSCAR-4.53-37	opt	Ge Se	150 150	300	33303			1000
ysj/condi-diff/density_gen/mid-dens/POSCAR-4.53-39	opt	Ge Se	150 150	300	33303			1000
ysj/condi-diff/density_gen/mid-dens/POSCAR-4.53-3	opt	Ge Se	150 150	300	33303			1000
ysj/condi-diff/density_gen/mid-dens/POSCAR-4.53-5	opt	Ge Se	150 150	300	33303			1000
ysj/condi-diff/density_gen/mid-dens/POSCAR-4.53-7	opt	Ge Se	150 150	300	33303			1000
ysj/condi-diff/density_gen/mid-dens/POSCAR-4.53-8	opt	Ge Se	150 150	300	33303			1000
ysj/condi-diff/density_gen/mid-dens/POSCAR-4.53-9	opt	Ge Se	150 150	300	33303			1000
ysj/condi-diff/density_gen/mid-dens/POSCAR-4.53-11	opt	Ge Se	150 150	300	33303			1000
ysj/condi-diff/density_gen/mid-dens/POSCAR-4.53-13	opt	Ge Se	150 150	300	33303			1000
ysj/condi-diff/density_gen/mid-dens/POSCAR-4.53-15	opt	Ge Se	150 150	300	33303			1000
ysj/condi-diff/density_gen/mid-dens/POSCAR-4.53-18	opt	Ge Se	150 150	300	33303			1000
ysj/condi-diff/density_gen/mid-dens/POSCAR-4.53-20	opt	Ge Se	150 150	300	33303			1000
ysj/condi-diff/density_gen/mid-dens/POSCAR-4.53-22	opt	Ge Se	150 150	300	33303			1000
ysj/condi-diff/density_gen/mid-dens/POSCAR-4.53-24	opt	Ge Se	150 150	300	33303			1000
ysj/condi-diff/density_gen/mid-dens/POSCAR-4.53-26	opt	Ge Se	150 150	300	33303			1000
ysj/condi-diff/density_gen/mid-dens/POSCAR-4.53-27	opt	Ge Se	150 150	300	33303			1000
ysj/condi-diff/density_gen/mid-dens/POSCAR-4.53-29	opt	Ge Se	150 150	300	33303			1000
ysj/condi-diff/density_gen/mid-dens/POSCAR-4.53-31	opt	Ge Se	150 150	300	33303			1000
ysj/condi-diff/density_gen/mid-dens/POSCAR-4.53-33	opt	Ge Se	150 150	300	33303			1000
ysj/condi-diff/density_gen/mid-dens/POSCAR-4.53-35	opt	Ge Se	150 150	300	33303			1000
ysj/condi-diff/density_gen/mid-dens/POSCAR-4.53-38	opt	Ge Se	150 150	300	33303			1000
ysj/condi-diff/density_gen/mid-dens/POSCAR-4.53-40	opt	Ge Se	150 150	300	33303			1000
ysj/condi-diff/density_gen/high_dens/POSCAR-4.91-1	opt	Ge Se	150 150	300	33303			1000
ysj/condi-diff/density_gen/high_dens/POSCAR-4.91-2	opt	Ge Se	150 150	300	33303			1000
ysj/condi-diff/density_gen/high_dens/POSCAR-4.91-6	opt	Ge Se	150 150	300	33303			1000
ysj/condi-diff/density_gen/high_dens/POSCAR-4.91-7	opt	Ge Se	150 150	300	33303			1000
ysj/condi-diff/density_gen/high_dens/POSCAR-4.91-10	opt	Ge Se	150 150	300	33303			1000
ysj/condi-diff/density_gen/high_dens/POSCAR-4.91-12	opt	Ge Se	150 150	300	33303			1000
ysj/condi-diff/density_gen/high_dens/POSCAR-4.91-14	opt	Ge Se	150 150	300	33303			1000
ysj/condi-diff/density_gen/high_dens/POSCAR-4.91-16	opt	Ge Se	150 150	300	33303			1000
ysj/condi-diff/density_gen/high_dens/POSCAR-4.91-18	opt	Ge Se	150 150	300	33303			1000
ysj/condi-diff/density_gen/high_dens/POSCAR-4.91-23	opt	Ge Se	150 150	300	33303			1000
ysj/condi-diff/density_gen/high_dens/POSCAR-4.91-25	opt	Ge Se	150 150	300	33303			1000
ysj/condi-diff/density_gen/high_dens/POSCAR-4.91-27	opt	Ge Se	150 150	300	33303			1000
ysj/condi-diff/density_gen/high_dens/POSCAR-4.91-29	opt	Ge Se	150 150	300	33303			1000
ysj/condi-diff/density_gen/high_dens/POSCAR-4.91-30	opt	Ge Se	150 150	300	33303			1000
ysj/condi-diff/density_gen/high_dens/POSCAR-4.91-32	opt	Ge Se	150 150	300	33303			1000
ysj/condi-diff/density_gen/high_dens/POSCAR-4.91-34	opt	Ge Se	150 150	300	33303			1000
ysj/condi-diff/density_gen/high_dens/POSCAR-4.91-36	opt	Ge Se	150 150	300	33303			1000
ysj/condi-diff/density_gen/high_dens/POSCAR-4.91-38	opt	Ge Se	150 150	300	33303			1000
ysj/condi-diff/density_gen/high_dens/POSCAR-4.91-40	opt	Ge Se	150 150	300	33303			1000
ysj/condi-diff/density_gen/high_dens/POSCAR-4.91-3	opt	Ge Se	150 150	300	33303			1000
ysj/condi-diff/density_gen/high_dens/POSCAR-4.91-4	opt	Ge Se	150 150	300	33303			1000
ysj/condi-diff/density_gen/high_dens/POSCAR-4.91-5	opt	Ge Se	150 150	300	33303			1000
ysj/condi-diff/density_gen/high_dens/POSCAR-4.91-8	opt	Ge Se	150 150	300	33303			1000
ysj/condi-diff/density_gen/high_dens/POSCAR-4.91-9	opt	Ge Se	150 150	300	33303			1000
ysj/condi-diff/density_gen/high_dens/POSCAR-4.91-11	opt	Ge Se	150 150	300	33303			1000
ysj/condi-diff/density_gen/high_dens/POSCAR-4.91-13	opt	Ge Se	150 150	300	33303			1000
ysj/condi-diff/density_gen/high_dens/POSCAR-4.91-15	opt	Ge Se	150 150	300	33303			1000
ysj/condi-diff/density_gen/high_dens/POSCAR-4.91-17	opt	Ge Se	150 150	300	33303			1000
ysj/condi-diff/density_gen/high_dens/POSCAR-4.91-19	opt	Ge Se	150 150	300	33303			1000
ysj/condi-diff/density_gen/high_dens/POSCAR-4.91-20	opt	Ge Se	150 150	300	33303			1000
ysj/condi-diff/density_gen/high_dens/POSCAR-4.91-22	opt	Ge Se	150 150	300	33303			1000
ysj/condi-diff/density_gen/high_dens/POSCAR-4.91-24	opt	Ge Se	150 150	300	33303			1000
ysj/condi-diff/density_gen/high_dens/POSCAR-4.91-26	opt	Ge Se	150 150	300	33303			1000
ysj/condi-diff/density_gen/high_dens/POSCAR-4.91-28	opt	Ge Se	150 150	300	33303			1000
ysj/condi-diff/density_gen/high_dens/POSCAR-4.91-31	opt	Ge Se	150 150	300	33303			1000
ysj/condi-diff/density_gen/high_dens/POSCAR-4.91-33	opt	Ge Se	150 150	300	33303			1000
ysj/condi-diff/density_gen/high_dens/POSCAR-4.91-35	opt	Ge Se	150 150	300	33303			1000
ysj/condi-diff/density_gen/high_dens/POSCAR-4.91-37	opt	Ge Se	150 150	300	33303			1000
ysj/condi-diff/density_gen/high_dens/POSCAR-4.91-39	opt	Ge Se	150 150	300	33303			1000
ysj/condi-diff/density_gen/high_dens/POSCAR-4.91-41	opt	Ge Se	150 150	300	33303			1000
ysj/condi-diff/density_gen/low_dens/POSCAR-4.15-1	opt	Ge Se	150 150	300	33303			1000
ysj/condi-diff/density_gen/low_dens/POSCAR-4.15-2	opt	Ge Se	150 150	300	33303			1000
ysj/condi-diff/density_gen/low_dens/POSCAR-4.15-4	opt	Ge Se	150 150	300	33303			1000
ysj/condi-diff/density_gen/low_dens/POSCAR-4.15-6	opt	Ge Se	150 150	300	33303			1000
ysj/condi-diff/density_gen/low_dens/POSCAR-4.15-8	opt	Ge Se	150 150	300	33303			1000
ysj/condi-diff/density_gen/low_dens/POSCAR-4.15-9	opt	Ge Se	150 150	300	33303			1000
ysj/condi-diff/density_gen/low_dens/POSCAR-4.15-10	opt	Ge Se	150 150	300	33303			1000
ysj/condi-diff/density_gen/low_dens/POSCAR-4.15-13	opt	Ge Se	150 150	300	33303			1000
ysj/condi-diff/density_gen/low_dens/POSCAR-4.15-15	opt	Ge Se	150 150	300	33303			1000
ysj/condi-diff/density_gen/low_dens/POSCAR-4.15-17	opt	Ge Se	150 150	300	33303			1000
ysj/condi-diff/density_gen/low_dens/POSCAR-4.15-19	opt	Ge Se	150 150	300	33303			1000
ysj/condi-diff/density_gen/low_dens/POSCAR-4.15-20	opt	Ge Se	150 150	300	33303			1000
ysj/condi-diff/density_gen/low_dens/POSCAR-4.15-22	opt	Ge Se	150 150	300	33303			1000
ysj/condi-diff/density_gen/low_dens/POSCAR-4.15-25	opt	Ge Se	150 150	300	33303			1000
ysj/condi-diff/density_gen/low_dens/POSCAR-4.15-27	opt	Ge Se	150 150	300	33303			1000
ysj/condi-diff/density_gen/low_dens/POSCAR-4.15-29	opt	Ge Se	150 150	300	33303			1000
ysj/condi-diff/density_gen/low_dens/POSCAR-4.15-30	opt	Ge Se	150 150	300	33303			1000
ysj/condi-diff/density_gen/low_dens/POSCAR-4.15-32	opt	Ge Se	150 150	300	33303			1000
ysj/condi-diff/density_gen/low_dens/POSCAR-4.15-34	opt	Ge Se	150 150	300	33303			1000
ysj/condi-diff/density_gen/low_dens/POSCAR-4.15-37	opt	Ge Se	150 150	300	33303			1000
ysj/condi-diff/density_gen/low_dens/POSCAR-4.15-39	opt	Ge Se	150 150	300	33303			1000
ysj/condi-diff/density_gen/low_dens/POSCAR-4.15-3	opt	Ge Se	150 150	300	33303			1000
ysj/condi-diff/density_gen/low_dens/POSCAR-4.15-5	opt	Ge Se	150 150	300	33303			1000
ysj/condi-diff/density_gen/low_dens/POSCAR-4.15-7	opt	Ge Se	150 150	300	33303			1000
ysj/condi-diff/density_gen/low_dens/POSCAR-4.15-11	opt	Ge Se	150 150	300	33303			1000
ysj/condi-diff/density_gen/low_dens/POSCAR-4.15-12	opt	Ge Se	150 150	300	33303			1000
ysj/condi-diff/density_gen/low_dens/POSCAR-4.15-14	opt	Ge Se	150 150	300	33303			1000
ysj/condi-diff/density_gen/low_dens/POSCAR-4.15-16	opt	Ge Se	150 150	300	33303			1000
ysj/condi-diff/density_gen/low_dens/POSCAR-4.15-18	opt	Ge Se	150 150	300	33303			1000
ysj/condi-diff/density_gen/low_dens/POSCAR-4.15-21	opt	Ge Se	150 150	300	33303			1000
ysj/condi-diff/density_gen/low_dens/POSCAR-4.15-23	opt	Ge Se	150 150	300	33303			1000
ysj/condi-diff/density_gen/low_dens/POSCAR-4.15-24	opt	Ge Se	150 150	300	33303			1000
ysj/condi-diff/density_gen/low_dens/POSCAR-4.15-26	opt	Ge Se	150 150	300	33303			1000
ysj/condi-diff/density_gen/low_dens/POSCAR-4.15-28	opt	Ge Se	150 150	300	33303			1000
ysj/condi-diff/density_gen/low_dens/POSCAR-4.15-31	opt	Ge Se	150 150	300	33303			1000
ysj/condi-diff/density_gen/low_dens/POSCAR-4.15-33	opt	Ge Se	150 150	300	33303			1000
ysj/condi-diff/density_gen/low_dens/POSCAR-4.15-35	opt	Ge Se	150 150	300	33303			1000
ysj/condi-diff/density_gen/low_dens/POSCAR-4.15-36	opt	Ge Se	150 150	300	33303			1000
ysj/condi-diff/density_gen/low_dens/POSCAR-4.15-38	opt	Ge Se	150 150	300	33303			1000
ysj/condi-diff/density_gen/low_dens/POSCAR-4.15-40	opt	Ge Se	150 150	300	33303			1000
ysj/condi-diff/energy-gen/1	opt	Ge Se	148 144	292	32423			1000
ysj/condi-diff/energy-gen/2	opt	Ge Se	149 143	292	32423			1000
ysj/condi-diff/energy-gen/3-MACE-GUIDE	opt	Ge Se	151 149	300	33303			1000
ysj/condi-diff/energy-gen/5-bfgs	opt	Ge Se	147 153	300	33303			1000
ysj/condi-diff/energy-gen/4-mace-guide-lbfgs	opt	Ge Se	145 155	300	33303			1000
ysj/condi-diff/energy-gen/6-LBFGSLINESERACH	opt	Ge Se	150 150	300	33303			1000
ysj/condi-diff/gen-1/relax	opt	Ge Se	155 155	310	34403			1000
ysj/condi-diff/z-gen-1/relax	opt	Ge Se	106 106	212	23623			1000
ysj/3-GeSe-Te-Si/3-opt	opt	Ge Se Te Si	105 105 45 45	300	33325			1000
ysj/8-Ge/2-quench/3-2001frames/3-opt	opt	Ge	300	300	33292			1000
ysj/8-Ge/2-quench/4-3001frames/3-opt	opt	Ge	300	300	33292			1000
ysj/8-Ge/2-quench/5-4001frames/3-opt	opt	Ge	300	300	33292			1000
ysj/8-Ge/2-quench/8-7001frames/3-opt	opt	Ge	300	300	33292			1000
ysj/8-Ge/2-quench/9-8001frames/3-opt	opt	Ge	300	300	33292			1000
ysj/8-Ge/2-quench/11-10001frames/3-opt	opt	Ge	300	300	33292			1000
ysj/8-Ge/2-quench/13-12001frames/3-opt	opt	Ge	300	300	33292			1000
ysj/8-Ge/2-quench/15-14001frames/3-opt	opt	Ge	300	300	33292			1000
ysj/8-Ge/2-quench/16-15001frames/3-opt	opt	Ge	300	300	33292			1000
ysj/8-Ge/2-quench/17-16001frames/3-opt	opt	Ge	300	300	33292			1000
ysj/8-Ge/2-quench/18-17001frames/3-opt	opt	Ge	300	300	33292			1000
ysj/8-Ge/2-quench/19-18001frames/3-opt	opt	Ge	300	300	33292			1000
ysj/8-Ge/2-quench/20-19001frames/3-opt	opt	Ge	300	300	33292			1000
ysj/8-Ge/2-quench/1-1frames/3-opt	opt	Ge	300	300	33292			1000
ysj/8-Ge/2-quench/2-1001frames/3-opt	opt	Ge	300	300	33292			1000
ysj/8-Ge/2-quench/6-5001frames/3-opt	opt	Ge	300	300	33292			1000
ysj/8-Ge/2-quench/7-6001frames/3-opt	opt	Ge	300	300	33292			1000
ysj/8-Ge/2-quench/10-9001frames/3-opt	opt	Ge	300	300	33292			1000
ysj/8-Ge/2-quench/12-11001frames/3-opt	opt	Ge	300	300	33292			1000
ysj/8-Ge/2-quench/14-13001frames/3-opt	opt	Ge	300	300	33292			1000
ysj/9-Sb/2-quench/1-1000frames/3-opt	opt	Sb	300	300	33292			1000
ysj/9-Sb/2-quench/3-3000frames/3-opt	opt	Sb	300	300	33292			1000
ysj/9-Sb/2-quench/8-8000frames/3-opt	opt	Sb	300	300	33292			1000
ysj/9-Sb/2-quench/9-9000frames/3-opt	opt	Sb	300	300	33292			1000
ysj/9-Sb/2-quench/10-10000frames/3-opt	opt	Sb	300	300	33292			1000
ysj/9-Sb/2-quench/12-12000frames/3-opt	opt	Sb	300	300	33292			1000
ysj/9-Sb/2-quench/17-17000frames/3-opt	opt	Sb	300	300	33292			1000
ysj/9-Sb/2-quench/20-20000frames/3-opt	opt	Sb	300	300	33292			1000
ysj/9-Sb/2-quench/2-2000frames/3-opt	opt	Sb	300	300	33292			1000
ysj/9-Sb/2-quench/4-4000frames/3-opt	opt	Sb	300	300	33292			1000
ysj/9-Sb/2-quench/5-5000frames/3-opt	opt	Sb	300	300	33292			1000
ysj/9-Sb/2-quench/6-6000frames/3-opt	opt	Sb	300	300	33292			1000
ysj/9-Sb/2-quench/7-7000frames/3-opt	opt	Sb	300	300	33292			1000
ysj/9-Sb/2-quench/11-11000frames/3-opt	opt	Sb	300	300	33292			1000
ysj/9-Sb/2-quench/13-13000frames/3-opt	opt	Sb	300	300	33292			1000
ysj/9-Sb/2-quench/14-14000frames/3-opt	opt	Sb	300	300	33292			1000
ysj/9-Sb/2-quench/15-15000frames/3-opt	opt	Sb	300	300	33292			1000
ysj/9-Sb/2-quench/16-16000frames/3-opt	opt	Sb	300	300	33292			1000
ysj/9-Sb/2-quench/18-18000frames/3-opt	opt	Sb	300	300	33292			1000
ysj/9-Sb/2-quench/19-19000frames/3-opt	opt	Sb	300	300	33292			1000
ysj/patent/3/1-GeSe-PSb/30%/model	opt	Ge P Sb Se	84 36 36 84	240	26725			100
ysj/patent/3/2-GeS-SiN/model	opt	Ge Si N S	108 12 12 108	240	26725			100
ysj/patent/3/3-GeTe9-InSe/3-opt	opt	Ge In Se Te	22 12 12 194	240	26725			100
ysj/patent/2/Si-30%/model	opt	Ga S Si	105 105 90	300	33314			100
ysj/patent/2/N-15%/model	opt	Ga S N	128 127 45	300	33314			100
ysj/5-Se/2-quench/1-1frames/3-opt	opt	Se	300	300	33292			1000
ysj/5-Se/2-quench/2-1001frames/3-opt	opt	Se	300	300	33292			1000
ysj/5-Se/2-quench/3-2001frames/3-opt	opt	Se	300	300	33292			1000
ysj/5-Se/2-quench/4-3001frames/3-opt	opt	Se	300	300	33292			1000
ysj/5-Se/2-quench/6-5001frames/3-opt	opt	Se	300	300	33292			1000
ysj/5-Se/2-quench/7-6001frames/3-opt	opt	Se	300	300	33292			1000
ysj/5-Se/2-quench/9-8001frames/3-opt	opt	Se	300	300	33292			1000
ysj/5-Se/2-quench/10-9001frames/3-opt	opt	Se	300	300	33292			1000
ysj/5-Se/2-quench/13-12001frames/3-opt	opt	Se	300	300	33292			1000
ysj/5-Se/2-quench/15-14001frames/3-opt	opt	Se	300	300	33292			1000
ysj/5-Se/2-quench/17-16001frames/3-opt	opt	Se	300	300	33292			1000
ysj/5-Se/2-quench/18-17001frames/3-opt	opt	Se	300	300	33292			1000
ysj/5-Se/2-quench/19-18001frames/3-opt	opt	Se	300	300	33292			1000
ysj/5-Se/2-quench/20-19001frames/3-opt	opt	Se	300	300	33292			1000
